Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
Tata Sanitizer 1kg,96.81,228,124.38,218,01-05-2025,07-05-2025
Coca-Cola Butter 2kg,265.2,276,329.66,192,01-05-2025,07-05-2025
Surf Excel Biscuit 100g,111.5,246,145.4,166,01-05-2025,07-05-2025
Parle Atta 1kg,299.82,336,365.94,211,01-05-2025,07-05-2025
Godrej Ketchup 750g,53.76,260,69.87,238,01-05-2025,07-05-2025
Godrej Toothpaste 200g,94.74,234,122.85,149,01-05-2025,07-05-2025
Kellogg's Butter 6x250ml,264.07,147,338.46,123,01-05-2025,07-05-2025
Parle Chips 5kg,225.58,243,268.22,192,01-05-2025,07-05-2025
Kellogg's Energy Drink 2kg,178.9,217,210.41,154,01-05-2025,07-05-2025
Cadbury Tea 250g,295.63,193,353.92,134,01-05-2025,07-05-2025
Amul Butter 6x250ml,90.51,244,106.03,243,01-05-2025,07-05-2025
Colgate Tea 1kg,252.06,272,297.05,227,01-05-2025,07-05-2025
Haldiram Toothpaste 1kg,134.04,189,165.57,123,01-05-2025,07-05-2025
Dettol Chocolate 2kg,34.13,235,40.42,221,01-05-2025,07-05-2025
Godrej Oil 500g,94.9,269,108.17,161,01-05-2025,07-05-2025
Colgate Lentils 1L,41.5,150,46.86,95,01-05-2025,07-05-2025
Kellogg's Chocolate 500g,68.23,242,88.44,175,01-05-2025,07-05-2025
Nescafé Chips 100g,123.0,218,133.64,140,01-05-2025,07-05-2025
Dettol Noodles 2kg,89.69,362,105.73,231,01-05-2025,07-05-2025
Colgate Corn Flakes 250g,131.69,139,156.23,89,01-05-2025,07-05-2025
Maggi Detergent 2kg,281.91,256,342.71,192,01-05-2025,07-05-2025
Nescafé Coffee 2kg,136.15,243,163.21,188,01-05-2025,07-05-2025
Cadbury Atta 5kg,120.77,319,132.89,310,01-05-2025,07-05-2025
Horlicks Chocolate 2kg,79.64,374,97.97,275,01-05-2025,07-05-2025
Haldiram Atta 500g,219.98,342,282.52,216,01-05-2025,07-05-2025
Amul Coffee 2kg,74.69,149,85.96,116,01-05-2025,07-05-2025
Coca-Cola Salt 5kg,274.0,141,337.59,126,01-05-2025,07-05-2025
Amul Lentils 250g,65.87,356,83.2,214,01-05-2025,07-05-2025
Cadbury Lentils 500g,57.97,231,66.74,156,01-05-2025,07-05-2025
Colgate Oil 5kg,33.71,220,40.13,213,01-05-2025,07-05-2025
Amul Biscuit 750g,144.52,320,168.25,232,01-05-2025,07-05-2025
Dettol Shampoo 750g,139.82,206,175.56,140,01-05-2025,07-05-2025
Godrej Salt 250g,115.36,186,133.64,170,01-05-2025,07-05-2025
Maggi Shampoo 2kg,180.03,137,219.4,119,01-05-2025,07-05-2025
Tata Atta 5kg,143.45,273,165.92,205,01-05-2025,07-05-2025
Britannia Ketchup 2kg,59.39,200,71.25,151,01-05-2025,07-05-2025
Kellogg's Energy Drink 1L,240.87,229,303.73,163,01-05-2025,07-05-2025
Haldiram Oil 200g,35.32,200,40.1,123,01-05-2025,07-05-2025
Maggi Chocolate 2kg,152.52,293,166.82,175,01-05-2025,07-05-2025
Dove Detergent 750g,199.8,183,262.01,171,01-05-2025,07-05-2025
Surf Excel Soap 750g,193.78,262,219.25,160,01-05-2025,07-05-2025
Maggi Atta 6x250ml,199.37,298,249.6,181,01-05-2025,07-05-2025
Colgate Sanitizer 750g,95.54,190,118.67,173,01-05-2025,07-05-2025
Parle Chips 6x250ml,151.61,299,174.29,221,01-05-2025,07-05-2025
Lay's Oil 100g,185.42,138,224.85,87,01-05-2025,07-05-2025
Amul Sanitizer 6x250ml,232.47,291,290.52,274,01-05-2025,07-05-2025
Cadbury Soap 1kg,287.54,309,320.76,276,01-05-2025,07-05-2025
Godrej Coffee 750g,108.94,251,120.65,224,01-05-2025,07-05-2025
Kellogg's Salt 250g,24.23,206,30.51,169,01-05-2025,07-05-2025
Dettol Lentils 250g,132.21,360,168.93,255,01-05-2025,07-05-2025
Dove Butter 1L,123.81,306,155.33,229,01-05-2025,07-05-2025
Dove Chips 1kg,201.0,319,248.98,200,01-05-2025,07-05-2025
Amul Tea 6x250ml,172.02,315,215.29,242,01-05-2025,07-05-2025
Amul Chips 100g,244.34,306,286.17,212,01-05-2025,07-05-2025
Pepsi Coffee 1L,285.25,288,331.44,176,01-05-2025,07-05-2025
Coca-Cola Soap 750g,190.83,225,233.24,206,01-05-2025,07-05-2025
Amul Oil 6x250ml,57.89,227,65.03,163,01-05-2025,07-05-2025
Horlicks Atta 1kg,159.73,142,209.3,135,01-05-2025,07-05-2025
Kellogg's Rice 500g,248.87,308,286.92,273,01-05-2025,07-05-2025
Pepsi Chocolate 1L,64.36,205,76.03,189,01-05-2025,07-05-2025
Colgate Detergent 750g,260.29,269,331.56,241,01-05-2025,07-05-2025
Colgate Salt 1kg,160.58,241,194.31,161,01-05-2025,07-05-2025
Maggi Lentils 6x250ml,209.35,332,258.65,247,01-05-2025,07-05-2025
Nescafé Noodles 6x250ml,229.56,295,251.49,283,01-05-2025,07-05-2025
Haldiram Chips 500g,85.81,186,105.8,113,01-05-2025,07-05-2025
Lay's Atta 200g,183.63,336,229.7,263,01-05-2025,07-05-2025
Parle Salt 750g,100.97,141,113.91,121,01-05-2025,07-05-2025
Godrej Sanitizer 5kg,247.46,293,307.59,222,01-05-2025,07-05-2025
Pepsi Lentils 500g,161.16,379,192.79,229,01-05-2025,07-05-2025
Dove Shampoo 100g,33.28,397,40.43,246,01-05-2025,07-05-2025
Nescafé Atta 250g,214.4,314,260.44,291,01-05-2025,07-05-2025
Amul Rice 1kg,57.48,130,66.49,79,01-05-2025,07-05-2025
Kellogg's Chips 6x250ml,144.33,152,170.57,100,01-05-2025,07-05-2025
Maggi Soap 1kg,46.09,144,51.0,143,01-05-2025,07-05-2025
Parle Chips 750g,242.58,332,263.91,328,01-05-2025,07-05-2025
Nestlé Atta 200g,195.24,343,219.01,288,01-05-2025,07-05-2025
Coca-Cola Rice 1L,54.17,149,70.28,148,01-05-2025,07-05-2025
Lay's Corn Flakes 1L,37.24,124,44.28,78,01-05-2025,07-05-2025
Horlicks Shampoo 500g,177.39,323,222.15,313,01-05-2025,07-05-2025
Dettol Chocolate 6x250ml,102.98,166,118.44,126,01-05-2025,07-05-2025
Pepsi Toothpaste 100g,243.59,142,271.03,139,01-05-2025,07-05-2025
Surf Excel Ketchup 6x250ml,156.06,252,180.87,167,01-05-2025,07-05-2025
Parle Coffee 5kg,129.48,270,166.93,190,01-05-2025,07-05-2025
Kellogg's Rice 1kg,138.68,367,168.04,306,01-05-2025,07-05-2025
Amul Oil 100g,147.51,254,179.32,247,01-05-2025,07-05-2025
Maggi Atta 1kg,27.69,286,31.72,251,01-05-2025,07-05-2025
Aashirvaad Chips 200g,283.53,218,363.27,215,01-05-2025,07-05-2025
Pepsi Salt 2kg,111.52,226,134.2,184,01-05-2025,07-05-2025
Horlicks Oil 750g,46.1,256,58.73,154,01-05-2025,07-05-2025
Nestlé Sanitizer 250g,106.23,161,122.47,142,01-05-2025,07-05-2025
Parle Butter 6x250ml,252.03,396,280.92,322,01-05-2025,07-05-2025
Aashirvaad Oil 200g,201.97,233,259.56,171,01-05-2025,07-05-2025
Aashirvaad Shampoo 1L,123.09,399,145.27,305,01-05-2025,07-05-2025
