Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
Kellogg's Energy Drink 2kg,178.9,289,213.47,245,15-05-2025,21-05-2025
Cadbury Tea 250g,295.63,130,350.92,93,15-05-2025,21-05-2025
Amul Butter 6x250ml,90.51,214,105.11,167,15-05-2025,21-05-2025
Colgate Tea 1kg,252.06,176,303.31,126,15-05-2025,21-05-2025
Haldiram Toothpaste 1kg,134.04,186,164.89,159,15-05-2025,21-05-2025
Dettol Chocolate 2kg,34.13,223,39.97,190,15-05-2025,21-05-2025
Godrej Oil 500g,94.9,164,108.22,106,15-05-2025,21-05-2025
Colgate Lentils 1L,41.5,323,48.11,267,15-05-2025,21-05-2025
Kellogg's Chocolate 500g,68.23,314,88.15,268,15-05-2025,21-05-2025
Nescafé Chips 100g,123.0,165,134.06,99,15-05-2025,21-05-2025
Dettol Noodles 2kg,89.69,289,105.24,223,15-05-2025,21-05-2025
Colgate Corn Flakes 250g,131.69,311,153.27,260,15-05-2025,21-05-2025
Maggi Detergent 2kg,281.91,200,346.84,181,15-05-2025,21-05-2025
Nescafé Coffee 2kg,136.15,240,161.36,151,15-05-2025,21-05-2025
Cadbury Atta 5kg,120.77,338,132.94,235,15-05-2025,21-05-2025
Horlicks Chocolate 2kg,79.64,395,97.36,263,15-05-2025,21-05-2025
Haldiram Atta 500g,219.98,373,287.0,310,15-05-2025,21-05-2025
Amul Coffee 2kg,74.69,197,85.51,146,15-05-2025,21-05-2025
Coca-Cola Salt 5kg,274.0,179,333.63,131,15-05-2025,21-05-2025
Amul Lentils 250g,65.87,281,83.16,273,15-05-2025,21-05-2025
Cadbury Lentils 500g,57.97,179,65.75,132,15-05-2025,21-05-2025
Colgate Oil 5kg,33.71,120,40.13,86,15-05-2025,21-05-2025
Amul Biscuit 750g,144.52,193,168.63,153,15-05-2025,21-05-2025
Dettol Shampoo 750g,139.82,172,172.9,138,15-05-2025,21-05-2025
Godrej Salt 250g,115.36,168,135.09,106,15-05-2025,21-05-2025
Maggi Shampoo 2kg,180.03,391,222.76,353,15-05-2025,21-05-2025
Tata Atta 5kg,143.45,333,169.64,255,15-05-2025,21-05-2025
Britannia Ketchup 2kg,59.39,318,71.13,217,15-05-2025,21-05-2025
Kellogg's Energy Drink 1L,240.87,337,304.33,220,15-05-2025,21-05-2025
Haldiram Oil 200g,35.32,353,40.4,252,15-05-2025,21-05-2025
Maggi Chocolate 2kg,152.52,373,165.44,368,15-05-2025,21-05-2025
Dove Detergent 750g,199.8,380,257.49,343,15-05-2025,21-05-2025
Surf Excel Soap 750g,193.78,198,219.63,164,15-05-2025,21-05-2025
Maggi Atta 6x250ml,199.37,353,253.48,284,15-05-2025,21-05-2025
Colgate Sanitizer 750g,95.54,325,116.84,225,15-05-2025,21-05-2025
Parle Chips 6x250ml,151.61,265,170.83,215,15-05-2025,21-05-2025
Lay's Oil 100g,185.42,361,226.01,229,15-05-2025,21-05-2025
Amul Sanitizer 6x250ml,232.47,262,285.83,193,15-05-2025,21-05-2025
Cadbury Soap 1kg,287.54,324,325.51,269,15-05-2025,21-05-2025
Godrej Coffee 750g,108.94,345,121.47,300,15-05-2025,21-05-2025
Kellogg's Salt 250g,24.23,145,29.81,140,15-05-2025,21-05-2025
Dettol Lentils 250g,132.21,120,168.54,100,15-05-2025,21-05-2025
Dove Butter 1L,123.81,196,153.97,180,15-05-2025,21-05-2025
Dove Chips 1kg,201.0,139,255.78,102,15-05-2025,21-05-2025
Amul Tea 6x250ml,172.02,192,213.5,119,15-05-2025,21-05-2025
Amul Chips 100g,244.34,309,283.04,298,15-05-2025,21-05-2025
Pepsi Coffee 1L,285.25,175,324.02,112,15-05-2025,21-05-2025
Coca-Cola Soap 750g,190.83,371,236.3,308,15-05-2025,21-05-2025
Amul Oil 6x250ml,57.89,167,65.16,125,15-05-2025,21-05-2025
Horlicks Atta 1kg,159.73,167,210.27,139,15-05-2025,21-05-2025
Kellogg's Rice 500g,248.87,333,295.08,255,15-05-2025,21-05-2025
Pepsi Chocolate 1L,64.36,339,73.75,309,15-05-2025,21-05-2025
Colgate Detergent 750g,260.29,283,338.14,271,15-05-2025,21-05-2025
Colgate Salt 1kg,160.58,138,193.98,125,15-05-2025,21-05-2025
Maggi Lentils 6x250ml,209.35,290,257.95,199,15-05-2025,21-05-2025
Nescafé Noodles 6x250ml,229.56,252,256.28,241,15-05-2025,21-05-2025
Haldiram Chips 500g,85.81,138,107.84,101,15-05-2025,21-05-2025
Lay's Atta 200g,183.63,331,233.17,328,15-05-2025,21-05-2025
Parle Salt 750g,100.97,307,114.76,277,15-05-2025,21-05-2025
Godrej Sanitizer 5kg,247.46,154,310.53,122,15-05-2025,21-05-2025
Pepsi Lentils 500g,161.16,351,193.87,232,15-05-2025,21-05-2025
Dove Shampoo 100g,33.28,201,40.72,137,15-05-2025,21-05-2025
Nescafé Atta 250g,214.4,336,263.59,272,15-05-2025,21-05-2025
Amul Rice 1kg,57.48,379,66.24,305,15-05-2025,21-05-2025
Kellogg's Chips 6x250ml,144.33,387,174.33,350,15-05-2025,21-05-2025
Maggi Soap 1kg,46.09,307,51.09,306,15-05-2025,21-05-2025
Parle Chips 750g,242.58,160,262.59,108,15-05-2025,21-05-2025
Nestlé Atta 200g,195.24,297,218.79,213,15-05-2025,21-05-2025
Coca-Cola Rice 1L,54.17,199,69.92,144,15-05-2025,21-05-2025
Lay's Corn Flakes 1L,37.24,256,43.2,201,15-05-2025,21-05-2025
Horlicks Shampoo 500g,177.39,379,219.26,278,15-05-2025,21-05-2025
Dettol Chocolate 6x250ml,102.98,399,115.42,284,15-05-2025,21-05-2025
Pepsi Toothpaste 100g,243.59,265,272.91,217,15-05-2025,21-05-2025
Surf Excel Ketchup 6x250ml,156.06,215,180.03,131,15-05-2025,21-05-2025
Parle Coffee 5kg,129.48,302,166.86,263,15-05-2025,21-05-2025
Kellogg's Rice 1kg,138.68,198,164.57,182,15-05-2025,21-05-2025
Amul Oil 100g,147.51,133,180.23,102,15-05-2025,21-05-2025
Maggi Atta 1kg,27.69,158,32.64,118,15-05-2025,21-05-2025
Aashirvaad Chips 200g,283.53,159,363.22,111,15-05-2025,21-05-2025
Pepsi Salt 2kg,111.52,203,130.84,187,15-05-2025,21-05-2025
Horlicks Oil 750g,46.1,240,59.64,224,15-05-2025,21-05-2025
Nestlé Sanitizer 250g,106.23,133,121.29,79,15-05-2025,21-05-2025
Parle Butter 6x250ml,252.03,238,279.5,227,15-05-2025,21-05-2025
Aashirvaad Oil 200g,201.97,220,258.94,152,15-05-2025,21-05-2025
Aashirvaad Shampoo 1L,123.09,294,143.39,249,15-05-2025,21-05-2025
