Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
Godrej Biscuit 2kg,197.31,258,221.51,167,22-05-2025,28-05-2025
Coca-Cola Noodles 200g,140.75,220,157.42,195,22-05-2025,28-05-2025
Maggi Rice 1L,287.59,163,314.9,145,22-05-2025,28-05-2025
Pepsi Detergent 5kg,186.98,303,212.28,261,22-05-2025,28-05-2025
Colgate Soap 2kg,139.65,259,177.98,203,22-05-2025,28-05-2025
Dove Rice 750g,162.58,206,201.24,139,22-05-2025,28-05-2025
Lay's Noodles 500g,275.04,128,298.55,103,22-05-2025,28-05-2025
Nescafé Atta 5kg,286.09,202,360.32,189,22-05-2025,28-05-2025
Kellogg's Sanitizer 2kg,84.39,187,107.57,163,22-05-2025,28-05-2025
Horlicks Ketchup 5kg,212.14,242,273.66,181,22-05-2025,28-05-2025
Cadbury Oil 100g,144.25,301,166.15,278,22-05-2025,28-05-2025
Kellogg's Sanitizer 750g,262.37,159,303.08,105,22-05-2025,28-05-2025
Aashirvaad Shampoo 1kg,140.17,195,157.44,142,22-05-2025,28-05-2025
Britannia Butter 2kg,143.83,388,184.37,315,22-05-2025,28-05-2025
Parle Chocolate 250g,170.04,193,205.98,117,22-05-2025,28-05-2025
Maggi Atta 500g,106.65,125,127.37,106,22-05-2025,28-05-2025
Coca-Cola Biscuit 5kg,291.42,341,329.69,266,22-05-2025,28-05-2025
Nescafé Coffee 1L,264.79,272,318.25,226,22-05-2025,28-05-2025
Tata Shampoo 100g,133.66,150,145.43,105,22-05-2025,28-05-2025
Haldiram Oil 500g,61.49,273,72.05,206,22-05-2025,28-05-2025
Maggi Atta 2kg,69.93,201,87.59,157,22-05-2025,28-05-2025
Godrej Sanitizer 500g,84.09,249,98.13,187,22-05-2025,28-05-2025
Pepsi Biscuit 1kg,293.64,272,361.23,249,22-05-2025,28-05-2025
Surf Excel Biscuit 1kg,38.91,230,45.57,151,22-05-2025,28-05-2025
Coca-Cola Oil 1kg,268.86,154,316.84,100,22-05-2025,28-05-2025
Horlicks Ketchup 500g,73.61,335,92.7,329,22-05-2025,28-05-2025
Horlicks Salt 250g,158.05,311,174.8,277,22-05-2025,28-05-2025
Maggi Corn Flakes 1kg,25.47,359,31.02,276,22-05-2025,28-05-2025
Kellogg's Oil 100g,265.1,194,305.77,148,22-05-2025,28-05-2025
Amul Chocolate 1L,104.92,385,137.11,311,22-05-2025,28-05-2025
Pepsi Shampoo 6x250ml,232.12,238,280.01,190,22-05-2025,28-05-2025
Nescafé Toothpaste 500g,223.8,209,286.06,130,22-05-2025,28-05-2025
Coca-Cola Soap 2kg,131.77,238,147.89,226,22-05-2025,28-05-2025
Surf Excel Oil 1L,29.55,159,36.66,118,22-05-2025,28-05-2025
Amul Lentils 200g,130.05,314,144.52,242,22-05-2025,28-05-2025
Haldiram Butter 5kg,104.86,375,127.59,297,22-05-2025,28-05-2025
Surf Excel Toothpaste 200g,197.19,325,223.97,274,22-05-2025,28-05-2025
Godrej Chocolate 250g,148.2,346,185.95,298,22-05-2025,28-05-2025
Surf Excel Butter 250g,201.92,345,233.95,329,22-05-2025,28-05-2025
Kellogg's Sanitizer 100g,196.8,178,242.04,136,22-05-2025,28-05-2025
Dettol Butter 500g,204.08,285,258.76,229,22-05-2025,28-05-2025
Colgate Shampoo 100g,58.66,211,74.84,132,22-05-2025,28-05-2025
Tata Sanitizer 1kg,96.81,243,123.33,201,22-05-2025,28-05-2025
Coca-Cola Butter 2kg,265.2,343,330.0,288,22-05-2025,28-05-2025
Surf Excel Biscuit 100g,111.5,377,146.39,295,22-05-2025,28-05-2025
Parle Atta 1kg,299.82,150,373.91,90,22-05-2025,28-05-2025
Godrej Ketchup 750g,53.76,392,69.68,297,22-05-2025,28-05-2025
Godrej Toothpaste 200g,94.74,208,122.87,158,22-05-2025,28-05-2025
Kellogg's Butter 6x250ml,264.07,187,345.57,165,22-05-2025,28-05-2025
Parle Chips 5kg,225.58,125,268.03,86,22-05-2025,28-05-2025
Kellogg's Energy Drink 2kg,178.9,310,211.11,235,22-05-2025,28-05-2025
Cadbury Tea 250g,295.63,376,361.83,267,22-05-2025,28-05-2025
Amul Butter 6x250ml,90.51,172,106.79,125,22-05-2025,28-05-2025
Colgate Tea 1kg,252.06,147,304.56,101,22-05-2025,28-05-2025
Haldiram Toothpaste 1kg,134.04,327,161.66,254,22-05-2025,28-05-2025
Dettol Chocolate 2kg,34.13,327,40.34,210,22-05-2025,28-05-2025
Godrej Oil 500g,94.9,128,106.61,98,22-05-2025,28-05-2025
Colgate Lentils 1L,41.5,374,46.85,233,22-05-2025,28-05-2025
Kellogg's Chocolate 500g,68.23,307,88.57,254,22-05-2025,28-05-2025
Nescafé Chips 100g,123.0,334,138.47,321,22-05-2025,28-05-2025
Dettol Noodles 2kg,89.69,182,107.4,125,22-05-2025,28-05-2025
Colgate Corn Flakes 250g,131.69,348,156.2,306,22-05-2025,28-05-2025
Maggi Detergent 2kg,281.91,381,347.04,365,22-05-2025,28-05-2025
Nescafé Coffee 2kg,136.15,127,164.04,113,22-05-2025,28-05-2025
Cadbury Atta 5kg,120.77,162,135.08,108,22-05-2025,28-05-2025
Horlicks Chocolate 2kg,79.64,334,95.38,281,22-05-2025,28-05-2025
Haldiram Atta 500g,219.98,366,288.41,336,22-05-2025,28-05-2025
Amul Coffee 2kg,74.69,224,84.14,222,22-05-2025,28-05-2025
Coca-Cola Salt 5kg,274.0,223,338.21,160,22-05-2025,28-05-2025
Amul Lentils 250g,65.87,384,83.4,321,22-05-2025,28-05-2025
Cadbury Lentils 500g,57.97,197,67.65,169,22-05-2025,28-05-2025
Colgate Oil 5kg,33.71,299,39.65,226,22-05-2025,28-05-2025
Amul Biscuit 750g,144.52,196,169.25,153,22-05-2025,28-05-2025
Dettol Shampoo 750g,139.82,211,172.78,139,22-05-2025,28-05-2025
Godrej Salt 250g,115.36,189,135.7,152,22-05-2025,28-05-2025
Maggi Shampoo 2kg,180.03,369,224.11,294,22-05-2025,28-05-2025
Tata Atta 5kg,143.45,234,166.11,152,22-05-2025,28-05-2025
Britannia Ketchup 2kg,59.39,317,69.87,254,22-05-2025,28-05-2025
Kellogg's Energy Drink 1L,240.87,262,297.84,168,22-05-2025,28-05-2025
Haldiram Oil 200g,35.32,129,39.84,104,22-05-2025,28-05-2025
Maggi Chocolate 2kg,152.52,293,169.32,189,22-05-2025,28-05-2025
Dove Detergent 750g,199.8,224,258.31,144,22-05-2025,28-05-2025
Surf Excel Soap 750g,193.78,355,214.79,293,22-05-2025,28-05-2025
Maggi Atta 6x250ml,199.37,341,252.16,217,22-05-2025,28-05-2025
Colgate Sanitizer 750g,95.54,195,116.86,160,22-05-2025,28-05-2025
Parle Chips 6x250ml,151.61,330,174.08,306,22-05-2025,28-05-2025
Lay's Oil 100g,185.42,176,228.1,136,22-05-2025,28-05-2025
Amul Sanitizer 6x250ml,232.47,180,286.22,127,22-05-2025,28-05-2025
Cadbury Soap 1kg,287.54,317,323.91,301,22-05-2025,28-05-2025
Godrej Coffee 750g,108.94,245,120.67,236,22-05-2025,28-05-2025
Kellogg's Salt 250g,24.23,347,30.64,318,22-05-2025,28-05-2025
Dettol Lentils 250g,132.21,290,167.76,285,22-05-2025,28-05-2025
Dove Butter 1L,123.81,281,155.6,230,22-05-2025,28-05-2025
Dove Chips 1kg,201.0,185,253.66,174,22-05-2025,28-05-2025
Amul Tea 6x250ml,172.02,347,215.85,327,22-05-2025,28-05-2025
Amul Chips 100g,244.34,301,278.68,250,22-05-2025,28-05-2025
Pepsi Coffee 1L,285.25,250,326.85,248,22-05-2025,28-05-2025
Coca-Cola Soap 750g,190.83,277,234.56,239,22-05-2025,28-05-2025
Amul Oil 6x250ml,57.89,210,65.73,131,22-05-2025,28-05-2025
Horlicks Atta 1kg,159.73,164,204.17,113,22-05-2025,28-05-2025
Kellogg's Rice 500g,248.87,154,289.14,103,22-05-2025,28-05-2025
Pepsi Chocolate 1L,64.36,276,75.05,256,22-05-2025,28-05-2025
Colgate Detergent 750g,260.29,141,337.11,101,22-05-2025,28-05-2025
Colgate Salt 1kg,160.58,370,193.58,367,22-05-2025,28-05-2025
Maggi Lentils 6x250ml,209.35,152,259.52,130,22-05-2025,28-05-2025
Nescafé Noodles 6x250ml,229.56,363,251.76,328,22-05-2025,28-05-2025
Haldiram Chips 500g,85.81,176,108.45,151,22-05-2025,28-05-2025
Lay's Atta 200g,183.63,319,233.53,230,22-05-2025,28-05-2025
Parle Salt 750g,100.97,324,113.62,218,22-05-2025,28-05-2025
Godrej Sanitizer 5kg,247.46,287,305.37,195,22-05-2025,28-05-2025
Pepsi Lentils 500g,161.16,189,190.81,157,22-05-2025,28-05-2025
Dove Shampoo 100g,33.28,322,40.35,253,22-05-2025,28-05-2025
Nescafé Atta 250g,214.4,337,264.47,309,22-05-2025,28-05-2025
Amul Rice 1kg,57.48,213,67.3,198,22-05-2025,28-05-2025
Kellogg's Chips 6x250ml,144.33,320,172.38,249,22-05-2025,28-05-2025
Maggi Soap 1kg,46.09,326,51.43,306,22-05-2025,28-05-2025
Parle Chips 750g,242.58,228,266.66,149,22-05-2025,28-05-2025
Nestlé Atta 200g,195.24,251,218.64,199,22-05-2025,28-05-2025
Coca-Cola Rice 1L,54.17,284,69.96,243,22-05-2025,28-05-2025
Lay's Corn Flakes 1L,37.24,282,43.51,227,22-05-2025,28-05-2025
Horlicks Shampoo 500g,177.39,199,218.13,124,22-05-2025,28-05-2025
Dettol Chocolate 6x250ml,102.98,311,117.17,200,22-05-2025,28-05-2025
Pepsi Toothpaste 100g,243.59,356,276.39,333,22-05-2025,28-05-2025
Surf Excel Ketchup 6x250ml,156.06,339,180.75,334,22-05-2025,28-05-2025
Parle Coffee 5kg,129.48,254,165.15,202,22-05-2025,28-05-2025
Kellogg's Rice 1kg,138.68,343,166.73,306,22-05-2025,28-05-2025
Amul Oil 100g,147.51,139,178.19,111,22-05-2025,28-05-2025
Maggi Atta 1kg,27.69,235,32.07,232,22-05-2025,28-05-2025
Aashirvaad Chips 200g,283.53,166,369.96,163,22-05-2025,28-05-2025
Pepsi Salt 2kg,111.52,287,133.87,259,22-05-2025,28-05-2025
Horlicks Oil 750g,46.1,394,59.37,326,22-05-2025,28-05-2025
Nestlé Sanitizer 250g,106.23,364,122.64,285,22-05-2025,28-05-2025
Parle Butter 6x250ml,252.03,176,283.4,145,22-05-2025,28-05-2025
Aashirvaad Oil 200g,201.97,384,255.26,282,22-05-2025,28-05-2025
Aashirvaad Shampoo 1L,123.09,231,145.37,210,22-05-2025,28-05-2025
