Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
DMart Premia Roasted Badishep,30,323,26.14,227,08-03-2025,14-03-2025
DMart Premia Poha Basmati,74,181,68.91,177,08-03-2025,14-03-2025
DMart Premia Kasoori Methi,86,319,82.65,254,08-03-2025,14-03-2025
DMart Premia Sabudana Small,44,179,42.28,130,08-03-2025,14-03-2025
DMart Premia Soyawadi,31,343,32.25,267,08-03-2025,14-03-2025
DMart Premia Star Anise (Badiyan),149,188,148.63,144,08-03-2025,14-03-2025
DMart Premia Masala Elaichi,498,205,482.34,161,08-03-2025,14-03-2025
DMart Premia Til Black,76,424,65.58,328,08-03-2025,14-03-2025
DMart Premia Black Pepper Powder,170,314,153.85,255,08-03-2025,14-03-2025
DMart Premia Methi,15,155,14.73,138,08-03-2025,14-03-2025
DMart Premia Red Dried Dates (Kharik),272,236,234.9,196,08-03-2025,14-03-2025
DMart Premia Haldi Powder Deluxe,215,194,193.35,163,08-03-2025,14-03-2025
DMart Premia Mixed Dry Fruits,396,381,414.14,327,08-03-2025,14-03-2025
DMart Premia Dhania Powder,53,384,52.52,268,08-03-2025,14-03-2025
DMart Premia Garam Masala Powder Deluxe,72,252,62.84,235,08-03-2025,14-03-2025
Date Crown Bumaan Dates,155,344,132.27,300,08-03-2025,14-03-2025
DMart Premia Chilli Kashmiri,98,262,95.28,243,08-03-2025,14-03-2025
DMart Premia Alsi,17,188,17.01,145,08-03-2025,14-03-2025
DMart Premia Dhaniya Dal,49,239,47.9,191,08-03-2025,14-03-2025
DMart Premia Dinkh (Edible Gum),59,273,52.98,244,08-03-2025,14-03-2025
DMart Premia Dhania Jeera Mix Khandela,68,197,58.67,178,08-03-2025,14-03-2025
DMart Premia Jaipatri (Mace),160,394,146.58,348,08-03-2025,14-03-2025
DMart Premia Malwani Masala Deluxe,135,430,134.63,404,08-03-2025,14-03-2025
Kolhapuri Surati Kurmura,80,439,72.17,398,08-03-2025,14-03-2025
DMart Premia Soyabean,69,425,60.09,358,08-03-2025,14-03-2025
DMart Premia Sugar Crystals (Khadi Shakkar),25,275,24.99,212,08-03-2025,14-03-2025
DMart Premia Bedgi Chilli,65,289,55.53,220,08-03-2025,14-03-2025
DMart Premia Amsul Wet Kokam,163,423,158.99,366,08-03-2025,14-03-2025
DMart Premia Ginger Powder,73,289,62.12,225,08-03-2025,14-03-2025
Emperor Royal Peacock Seeded Dates (Khajur),150,184,156.09,169,08-03-2025,14-03-2025
DMart Premia Tej Patta,32,311,27.66,234,08-03-2025,14-03-2025
DMart Premia Sugar Candy,34,312,29.46,270,08-03-2025,14-03-2025
DMart Premia Kismis Selected (Raisins),229,255,203.78,209,08-03-2025,14-03-2025
Falcon Zahdi Dates Seedless,160,355,143.38,287,08-03-2025,14-03-2025
Falcon UAE Dates Seedless (Khajur),200,345,206.63,304,08-03-2025,14-03-2025
DMart Premia Sabja (Basil Seeds),39,305,39.65,227,08-03-2025,14-03-2025
DMart Premia Kaju (Cashews) - 210,216,244,221.11,172,08-03-2025,14-03-2025
DMart Premia Jaifal,68,434,58.16,338,08-03-2025,14-03-2025
DMart Premia Kalvanji,52,198,45.17,178,08-03-2025,14-03-2025
DMart Premia Eating Soda,24,176,20.65,175,08-03-2025,14-03-2025
DMart Premia Dry Ginger (Sunth),84,215,72.64,166,08-03-2025,14-03-2025
Emperor Dates - Deseeded Dates,170,368,170.6,261,08-03-2025,14-03-2025
DMart Premia Kokam Rind Lonavala,131,241,118.34,169,08-03-2025,14-03-2025
Zele Kolhapuri Bhadang Kurmura Sadha,45,433,40.39,336,08-03-2025,14-03-2025
DMart Premia Reshampatti Chilli Khandela,220,232,224.46,205,08-03-2025,14-03-2025
Emperor Dates - Dates with Seed,110,394,95.57,352,08-03-2025,14-03-2025
Falcon Aqaba Dates,150,288,145.98,281,08-03-2025,14-03-2025
Falcon UAE Dates Seeded,165,370,168.7,367,08-03-2025,14-03-2025
DMart Premia Sunday Mix Masala,133,263,116.86,253,08-03-2025,14-03-2025
DMart Premia Sakariya,24,436,23.22,349,08-03-2025,14-03-2025
DMart Premia Halim,28,249,26.04,211,08-03-2025,14-03-2025
Dates Crown Deseeded Black Dates (Khajur),180,347,178.13,342,08-03-2025,14-03-2025
DMart Premia Jardalu,100,360,102.86,326,08-03-2025,14-03-2025
DMart Premia Dagad Phool (Black Stone Flower),72,229,69.79,162,08-03-2025,14-03-2025
DMart Premia Dhania Khandela,53,356,47.33,313,08-03-2025,14-03-2025
DMart Premia Nimbu Phool (Citric Acid),19,214,18.21,159,08-03-2025,14-03-2025
DMart Premia Black Dried Dates (Kharik),159,257,154.11,255,08-03-2025,14-03-2025
DMart Premia Mix Masala,135,326,119.98,324,08-03-2025,14-03-2025
DMart Premia Chana Dal,130,387,127.36,291,08-03-2025,14-03-2025
DMart Swaad Chana Dal,105,321,97.01,248,08-03-2025,14-03-2025
Tata Sampann Chana Dal,75,249,75.77,182,08-03-2025,14-03-2025
DMart Healthy Choice Unpolished Chana Dal,139,163,130.5,120,08-03-2025,14-03-2025
Tata Sampann 100% Organic Unpolished Chana Dal,230,178,218.36,146,08-03-2025,14-03-2025
Satyam Chana Dal,90,359,78.59,340,08-03-2025,14-03-2025
DMart Premia Moong Dal,183,409,184.01,338,08-03-2025,14-03-2025
DMart Swaad Moong Dal,153,173,134.56,151,08-03-2025,14-03-2025
Tata Sampann Moong Dal,205,178,186.7,159,08-03-2025,14-03-2025
DMart Premia Moong Dal Chilti,177,297,158.72,210,08-03-2025,14-03-2025
Tata Sampann Moong Chilka,94,400,83.17,368,08-03-2025,14-03-2025
Satyam Moong Dal,129,417,115.43,410,08-03-2025,14-03-2025
DMart Healthy Choice Unpolished Moong Dal,207,175,208.81,145,08-03-2025,14-03-2025
Tata Sampann 100% Organic Unpolished Moong Dal,270,183,272.63,128,08-03-2025,14-03-2025
Organic Tattva Moong Dal Yellow Split,310,364,286.37,297,08-03-2025,14-03-2025
Satyam Moong Chilti,126,267,117.1,228,08-03-2025,14-03-2025
Organic Tattva Moong Dal Whole,145,166,142.8,131,08-03-2025,14-03-2025
Tata Sampann Unpolished Toor Dal,224,199,209.3,193,08-03-2025,14-03-2025
DMart Swaad Toor Dal,156,367,135.0,293,08-03-2025,14-03-2025
DMart Premia Tur Dal Latur,187,319,191.75,242,08-03-2025,14-03-2025
DMart Premia Tur Dal Premium Gujarat,113,363,101.69,274,08-03-2025,14-03-2025
Tata Sampann 100% Organic Unpolished Toor Dal,290,289,291.65,240,08-03-2025,14-03-2025
Satyam Tur (Toor) Dal,136,426,122.95,396,08-03-2025,14-03-2025
Organic Tattva Arhar Tur Dal,365,216,340.59,155,08-03-2025,14-03-2025
DMart Healthy Choice Unpolished Toor Dal,218,400,195.06,398,08-03-2025,14-03-2025
Satyam Toor Dal Oily,139,361,122.86,332,08-03-2025,14-03-2025
Toor Dal Oily,800,395,833.15,327,08-03-2025,14-03-2025
DMart Premia Udid (Urad) Dal,205,308,179.03,299,08-03-2025,14-03-2025
DMart Swaad Urad Dal,154,317,146.49,280,08-03-2025,14-03-2025
Tata Sampann Urad Dal,235,445,206.66,354,08-03-2025,14-03-2025
DMart Premia Udid (Urad) Dal Chilti,98,163,100.67,125,08-03-2025,14-03-2025
DMart Premia Urad Dal Premium,126,372,129.75,313,08-03-2025,14-03-2025
Satyam Udid (Urad) Dal,136,425,137.35,375,08-03-2025,14-03-2025
Organic Tattva Urad Dal Whole White,175,243,171.74,226,08-03-2025,14-03-2025
Tata Sampann Organic Unpolished Urad Dal,150,330,138.95,292,08-03-2025,14-03-2025
Organic Tattva Urad Dal White Split,170,376,172.46,364,08-03-2025,14-03-2025
DMart Premia Masoor Dal,135,301,117.82,289,08-03-2025,14-03-2025
DMart Swaad Masoor Dal,120,297,117.75,293,08-03-2025,14-03-2025
Tata Sampann Masoor Dal,164,243,140.98,215,08-03-2025,14-03-2025
Satyam Masur Dal,90,271,81.08,204,08-03-2025,14-03-2025
Tata Sampan 100% Organic Unpolished Masoor Dal,120,363,102.47,265,08-03-2025,14-03-2025
DMart Premia Daliya,98,199,96.79,156,08-03-2025,14-03-2025
Satyam Dalia,59,343,57.82,261,08-03-2025,14-03-2025
DMart Premia Mix Dal,173,162,165.75,123,08-03-2025,14-03-2025
DMart Premia Rajma Kashmiri,102,247,105.88,173,08-03-2025,14-03-2025
DMart Premia Rajma White,125,181,108.33,141,08-03-2025,14-03-2025
DMart Premia Rajma Red Small,91,393,81.72,321,08-03-2025,14-03-2025
Satyam Rajma Pink,132,275,122.15,225,08-03-2025,14-03-2025
Satyam Rajma Sharmili,149,327,129.94,229,08-03-2025,14-03-2025
Tata Sampann Organic Unpolished Rajma Red,150,303,152.18,245,08-03-2025,14-03-2025
Tata Sampann Unpolished Rajma (Chitra),106,250,98.93,247,08-03-2025,14-03-2025
DMart Premia Chowli Premium,120,342,124.37,244,08-03-2025,14-03-2025
DMart Premia Chowli Small,175,175,174.48,156,08-03-2025,14-03-2025
DMart Premia Chowli Red,89,253,78.31,181,08-03-2025,14-03-2025
Satyam Chowla,168,429,169.0,391,08-03-2025,14-03-2025
DMart Premia Ranguni Wal,81,164,76.82,115,08-03-2025,14-03-2025
DMart Premia Soyawadi,31,253,31.3,246,08-03-2025,14-03-2025
Nutrela Soya Mini Chunks,50,229,51.69,197,08-03-2025,14-03-2025
Saffola Mealmaker Soya Chunks,150,304,153.49,214,08-03-2025,14-03-2025
Nutrela Soya Chunks,50,336,46.06,264,08-03-2025,14-03-2025
DMart Premia Soyabean,69,232,70.61,189,08-03-2025,14-03-2025
DMart Premia Mini Soya Chunks,34,153,32.93,137,08-03-2025,14-03-2025
Nutrela Soya Granules,50,171,44.47,147,08-03-2025,14-03-2025
DMart Premia Desi Kabuli Chana,214,413,207.21,329,08-03-2025,14-03-2025
DMart Swaad Kabuli Chana,83,307,76.1,284,08-03-2025,14-03-2025
Satyam Kabuli Chana,149,404,133.54,352,08-03-2025,14-03-2025
Organic Tattva Kabuli Chana,199,362,184.88,330,08-03-2025,14-03-2025
Tata Sampann Organic Unpolished Kabuli Chana,165,199,146.01,159,08-03-2025,14-03-2025
DMart Premia Chana Small,121,255,125.63,209,08-03-2025,14-03-2025
DMart Premia Chana Big,83,347,75.26,261,08-03-2025,14-03-2025
DMart Premia Chana Green,92,184,89.16,152,08-03-2025,14-03-2025
Satyam Chana Small,83,197,77.34,138,08-03-2025,14-03-2025
Organic Tattva Kala Chana,120,162,113.81,149,08-03-2025,14-03-2025
Tata Sampann Organic Unpolished (Kala) Chana,110,184,103.35,152,08-03-2025,14-03-2025
Satyam Chana Mosambi,109,172,96.92,162,08-03-2025,14-03-2025
Satyam Chana Green,96,156,89.94,134,08-03-2025,14-03-2025
DMart Swaad Urad Whole White,149,433,155.43,328,08-03-2025,14-03-2025
DMart Premia Udid Black,92,373,92.48,263,08-03-2025,14-03-2025
DMart Premia Udid,100,365,99.72,307,08-03-2025,14-03-2025
Satyam Udid (Urad) Whole,136,343,136.04,249,08-03-2025,14-03-2025
Tata Sampann Unpolished Urad Kali,206,308,176.03,277,08-03-2025,14-03-2025
DMart Premia Moong Whole: 1 Kg,194,299,192.39,233,08-03-2025,14-03-2025
DMart Premia Moong Whole Small,91,409,85.72,323,08-03-2025,14-03-2025
Satyam Moong Whole,129,197,121.27,192,08-03-2025,14-03-2025
DMart Premia Vatana Black,82,338,71.06,275,08-03-2025,14-03-2025
DMart Premia Matki,131,227,119.83,171,08-03-2025,14-03-2025
DMart Premia Masoor Whole,128,291,127.67,228,08-03-2025,14-03-2025
Satyam Masoor Whole,90,341,77.58,334,08-03-2025,14-03-2025
DMart Premia Vatana White,53,430,47.88,350,08-03-2025,14-03-2025
DMart Premia Vatana Green,97,287,87.87,227,08-03-2025,14-03-2025
Satyam Safed (White) Vatana,86,406,88.19,332,08-03-2025,14-03-2025
Satyam Vatana Green,129,402,134.99,355,08-03-2025,14-03-2025
Satyam Vatana Black,86,297,74.98,227,08-03-2025,14-03-2025
DMart Premia Matki Small,109,379,94.47,346,08-03-2025,14-03-2025
DMart Premia Wal,113,290,96.51,243,08-03-2025,14-03-2025
DMart Premia Mix Chana-Vatna (Sprout),78,365,76.48,275,08-03-2025,14-03-2025
DMart Premia Mix Pulse (Sprout),97,231,83.53,162,08-03-2025,14-03-2025
Satyam Math (Matki),109,449,114.11,384,08-03-2025,14-03-2025
Satyam Wal Kadwa,155,324,159.21,250,08-03-2025,14-03-2025
DMart Premia Wal Papdi,95,340,89.15,248,08-03-2025,14-03-2025
DMart Premia Groundnut,121,329,104.3,273,08-03-2025,14-03-2025
Satyam Singdana (Groundnut),117,282,122.5,215,08-03-2025,14-03-2025
Organic Tattva Groundnuts (Peanuts),185,435,158.85,360,08-03-2025,14-03-2025
24 Mantra Organic Peanut,170,233,167.99,214,08-03-2025,14-03-2025
Desi Memories Salted Peanut With Skin,90,294,81.51,249,08-03-2025,14-03-2025
Desi Memories Salted Peanut,90,262,79.43,221,08-03-2025,14-03-2025
Desi Memories Groundnut,99,440,86.12,352,08-03-2025,14-03-2025
ProV Select California Almonds,1349,368,1313.19,329,08-03-2025,14-03-2025
DMart Premia Badam (Almonds),670,376,666.92,374,08-03-2025,14-03-2025
Prov Independence California Almonds,749,201,665.65,167,08-03-2025,14-03-2025
Nutraj California Almonds,1149,414,995.02,401,08-03-2025,14-03-2025
DMart Swaad Badam,582,379,554.63,319,08-03-2025,14-03-2025
DMart Premia Badam American,1224,237,1128.06,168,08-03-2025,14-03-2025
Wonderland California Almonds,799,206,740.69,190,08-03-2025,14-03-2025
DMart Premia Mamra Badam,691,435,679.71,417,08-03-2025,14-03-2025
Nutraj Almond,299,303,294.95,221,08-03-2025,14-03-2025
KMK Almond Mamra (Badam),750,201,773.57,178,08-03-2025,14-03-2025
DMart Premia Almonds Salted,230,186,241.33,133,08-03-2025,14-03-2025
KMK Almond American (Badam),258,412,224.62,323,08-03-2025,14-03-2025
DMart Premia Almonds Smoked,230,267,206.18,248,08-03-2025,14-03-2025
Tata Sampann California Almonds Whole,314,277,311.48,224,08-03-2025,14-03-2025
ProV Select California Almonds,749,379,696.68,293,08-03-2025,14-03-2025
Borges Almonds Blanched & Roasted,1500,392,1402.19,276,08-03-2025,14-03-2025
Borges Almonds Roasted,1400,167,1321.71,161,08-03-2025,14-03-2025
Mahaa Rajaa Ayush Almond,349,287,298.36,262,08-03-2025,14-03-2025
Mahaa Rajaa Majestic Almonds,799,407,801.89,295,08-03-2025,14-03-2025
Nutraj Cashews,699,290,643.43,203,08-03-2025,14-03-2025
Nutraj Cashew Nuts,1499,311,1406.54,237,08-03-2025,14-03-2025
Kalbavi Popular Cashews,649,181,575.21,175,08-03-2025,14-03-2025
DMart Premia Regular Kaju (Cashews) - 320,706,192,611.65,134,08-03-2025,14-03-2025
DMart Premia Kaju,680,304,696.37,239,08-03-2025,14-03-2025
ProV Select Cashews,849,266,744.14,213,08-03-2025,14-03-2025
DMart Swaad Kaju,618,214,576.42,193,08-03-2025,14-03-2025
DMart Premia Kaju Tukda (Cashews),376,235,371.76,193,08-03-2025,14-03-2025
Wonderland Cashews,770,180,767.01,160,08-03-2025,14-03-2025
Kokan Gem Goa Cashew Classic (Kaju),650,246,634.46,231,08-03-2025,14-03-2025
Kalbavi Cashews (Kaju),699,272,707.31,210,08-03-2025,14-03-2025
DMart Premia Cashew Broken,698,180,598.04,154,08-03-2025,14-03-2025
DMart Premia Kaju Special (Cashews) - 240,780,275,795.3,225,08-03-2025,14-03-2025
DMart Premia Cashews Salted,240,167,216.19,159,08-03-2025,14-03-2025
Kokan Gem Goa Cashew Premium (Kaju),750,438,780.01,407,08-03-2025,14-03-2025
DMart Premia Cashews Black Pepper,240,176,226.92,168,08-03-2025,14-03-2025
KMK Cashew Nut (Kaju),325,245,308.54,194,08-03-2025,14-03-2025
DMart Premia Kaju (Cashews) - 210,216,283,208.34,213,08-03-2025,14-03-2025
Tata Sampann Premium Cashews Whole,315,203,273.83,155,08-03-2025,14-03-2025
Mahaa Rajaa Ayush Cashew,429,219,432.84,185,08-03-2025,14-03-2025
Nutraj Pista,699,419,616.13,366,08-03-2025,14-03-2025
ProV Select California Roasted & Salted Pistachios,799,442,820.93,331,08-03-2025,14-03-2025
DMart Premia Pista Plain (Pistachios),358,341,334.76,333,08-03-2025,14-03-2025
DMart Swaad Pista,575,317,592.29,230,08-03-2025,14-03-2025
Nutraj Premium California Pistachios (Pista),379,391,380.35,295,08-03-2025,14-03-2025
DMart Premia Pista Salty (Pistachio),400,200,384.48,194,08-03-2025,14-03-2025
Wonderland Roasted & Salted California Pista,725,326,727.71,238,08-03-2025,14-03-2025
Prov Select Pistachio Roasted & Salted,1499,438,1412.34,435,08-03-2025,14-03-2025
KMK Pista Magaz,575,333,545.12,296,08-03-2025,14-03-2025
Nutraj Plain Pistachio Kernel,379,286,338.14,256,08-03-2025,14-03-2025
KMK Pista Salted Irani (Pistachios),319,403,293.27,298,08-03-2025,14-03-2025
Tata Sampann Pistachios Roasted & Salted,375,177,324.67,124,08-03-2025,14-03-2025
Mahaa Rajaa Ayush Pistachios,489,336,425.2,303,08-03-2025,14-03-2025
Date Crown Fard (Khajur),315,285,311.79,280,08-03-2025,14-03-2025
Nutraj Arabian Premium Dates,199,381,191.99,309,08-03-2025,14-03-2025
Kimia Seeded Dates,310,170,316.75,120,08-03-2025,14-03-2025
Wonderland Arabian Dates,249,393,249.12,364,08-03-2025,14-03-2025
DMart Premia Red Dried Dates (Kharik),272,154,242.28,146,08-03-2025,14-03-2025
Nutraj Kalmi Dates (Safawi),749,317,763.36,240,08-03-2025,14-03-2025
Date Crown Bumaan Dates,155,335,133.36,249,08-03-2025,14-03-2025
Farmley Dates Bites,40,433,37.44,404,08-03-2025,14-03-2025
Nutraj Dry Dates (Yellow) Chuara-Kharek Pouch,299,356,305.64,329,08-03-2025,14-03-2025
Nutraj Dry Dates (Chuara-Khareek),249,184,226.55,171,08-03-2025,14-03-2025
Date Crown Kalmi Safawi Dates,500,178,469.48,136,08-03-2025,14-03-2025
Emperor Royal Peacock Seeded Dates (Khajur),150,283,130.16,269,08-03-2025,14-03-2025
Royal Crown Arabian Delight Luxury Dates,270,172,264.83,135,08-03-2025,14-03-2025
Falcon Zahdi Dates Seedless,160,430,161.43,338,08-03-2025,14-03-2025
Falcon UAE Dates Seedless (Khajur),200,315,184.6,296,08-03-2025,14-03-2025
Al Najub Mazafati Dates,210,224,182.54,186,08-03-2025,14-03-2025
King Solomon Medjoul Natural Dates,1190,173,1212.79,162,08-03-2025,14-03-2025
Emperor Dates Iranian Muzafati,200,219,193.04,154,08-03-2025,14-03-2025
Nutraj Fard Premium Dates,349,253,334.79,246,08-03-2025,14-03-2025
Apis Royal Zahidi Premium Dates,125,416,122.44,394,08-03-2025,14-03-2025
Apis Classic Dates,199,285,192.65,258,08-03-2025,14-03-2025
Emperor Dates - Deseeded Dates,170,260,166.04,236,08-03-2025,14-03-2025
Gulf Finest Classic Dates,162,287,163.37,215,08-03-2025,14-03-2025
Al Najub Kimia Dates,310,323,285.63,256,08-03-2025,14-03-2025
Emperor Dates - Dates with Seed,110,303,102.16,246,08-03-2025,14-03-2025
Falcon Aqaba Dates,150,261,151.04,222,08-03-2025,14-03-2025
King Solomon Oriental Dates,249,299,236.72,243,08-03-2025,14-03-2025
Falcon UAE Dates Seeded,165,423,162.59,416,08-03-2025,14-03-2025
Wonderland Zahidi Dates,399,402,342.99,323,08-03-2025,14-03-2025
Royal Crown Hand Picked Mazafati Dates,261,210,246.49,190,08-03-2025,14-03-2025
Dates Crown Deseeded Black Dates (Khajur),180,281,171.21,200,08-03-2025,14-03-2025
Gulf Zahidi Dates,162,385,169.99,296,08-03-2025,14-03-2025
Farmley Omani Dates Fard Pouch,349,164,334.8,115,08-03-2025,14-03-2025
Royal Delight Finest Ajwa Dates,549,198,476.54,196,08-03-2025,14-03-2025
Emperor Premium Dates Zahidi,150,271,147.45,266,08-03-2025,14-03-2025
Azmah Dates,625,244,655.97,230,08-03-2025,14-03-2025
DMart Premia Black Dried Dates (Kharik),159,153,142.25,109,08-03-2025,14-03-2025
Al Barakah Khalas Dates,250,241,219.1,190,08-03-2025,14-03-2025
Apis Select Dates,299,420,264.7,358,08-03-2025,14-03-2025
Royal Delight Finest Oman Dates,249,361,232.17,339,08-03-2025,14-03-2025
Falcon Zahdi Dates,155,215,144.91,166,08-03-2025,14-03-2025
Al Barakah Safawi Dates,799,273,757.5,248,08-03-2025,14-03-2025
Al Barakah Fard Dates,495,175,458.74,174,08-03-2025,14-03-2025
DMart Premia Kismis Indian (Raisins),281,297,283.8,237,08-03-2025,14-03-2025
Nutraj Raisins - Kishmish,299,228,283.41,171,08-03-2025,14-03-2025
DMart Premia Kismis Black,68,394,66.91,312,08-03-2025,14-03-2025
Wonderland Raisins,300,169,258.27,167,08-03-2025,14-03-2025
KMK Black Raisins Seedless (Kismis),199,392,206.67,328,08-03-2025,14-03-2025
DMart Swaad Kismis,208,229,207.58,228,08-03-2025,14-03-2025
Prov Select Indian Raisin,599,269,610.21,200,08-03-2025,14-03-2025
Mahafruit Long Seedless Kishmish,199,436,173.05,308,08-03-2025,14-03-2025
DMart Premia Kismis Selected (Raisins),229,273,212.39,230,08-03-2025,14-03-2025
DMart Premia Kismis Black Seedless,74,320,66.92,240,08-03-2025,14-03-2025
Mahafruit Premium Quality Kishmish (Raisins),215,183,215.48,172,08-03-2025,14-03-2025
KMK Green Raisins Afghan (Kismis),215,408,222.47,320,08-03-2025,14-03-2025
Mahafruit Black Seeded Kishmish,139,325,138.77,307,08-03-2025,14-03-2025
Tata Sampann Premium Raisins Seedless,116,429,115.65,348,08-03-2025,14-03-2025
Mahaa Rajaa Ayush Black Raisins,199,228,190.48,178,08-03-2025,14-03-2025
Nutraj Daily Walnut Kernels,899,449,941.24,417,08-03-2025,14-03-2025
Nutraj California Walnut Kernels (Akrod Magaj),499,190,455.32,169,08-03-2025,14-03-2025
DMart Premia Akrod Magaj (Walnut Kernels),300,305,278.95,267,08-03-2025,14-03-2025
Nutraj California Whole Walnut (Akrod),999,442,849.39,349,08-03-2025,14-03-2025
Wonderland Walnuts,950,229,938.02,219,08-03-2025,14-03-2025
DMart Premia Akrod (Walnut) Whole,1030,275,984.61,200,08-03-2025,14-03-2025
Nutraj Kashmir Walnut Kernels,499,297,461.64,291,08-03-2025,14-03-2025
Prov Premium Whole Walnut,649,417,563.37,302,08-03-2025,14-03-2025
Prov Premium Walnut Extra Light Halves,549,355,520.08,268,08-03-2025,14-03-2025
DMart Swaad Akrod Whole,649,424,644.1,359,08-03-2025,14-03-2025
KMK Walnut Kernel (Akrod),325,165,303.74,118,08-03-2025,14-03-2025
KMK Walnut Shell (Whole),540,183,485.87,147,08-03-2025,14-03-2025
Carnival Premium Walnut,665,310,649.9,229,08-03-2025,14-03-2025
DMart Premia Jardalu,100,359,95.2,351,08-03-2025,14-03-2025
Nutraj Premium Dryfruit Mix,699,318,669.97,246,08-03-2025,14-03-2025
DMart Premia Dryfruit Mix,529,257,532.86,209,08-03-2025,14-03-2025
Farmley Panchmeva Mix Dryfruit,599,274,575.76,252,08-03-2025,14-03-2025
DMart Premia Mixed Dry Fruits,396,169,387.45,161,08-03-2025,14-03-2025
Farmley Seed Mix,229,361,219.05,308,08-03-2025,14-03-2025
Farmley Berry Mix,349,317,348.8,230,08-03-2025,14-03-2025
Farmley Snack Mix Mexican Peri-Peri,499,326,481.54,297,08-03-2025,14-03-2025
DMart Premia Cranberry Chatpata,180,270,168.78,234,08-03-2025,14-03-2025
DMart Premia Nuts & Seeds Mix,135,224,136.17,212,08-03-2025,14-03-2025
Prov Select Dry Fruits Mix,599,237,552.83,215,08-03-2025,14-03-2025
Farmley Trail Mix,349,172,306.63,167,08-03-2025,14-03-2025
KMK Mix Mewa Cut Dry Fruits,250,389,223.47,376,08-03-2025,14-03-2025
Dried Blueberry,375,344,378.64,265,08-03-2025,14-03-2025
KMK Cranberry Whole,199,296,196.93,226,08-03-2025,14-03-2025
Dried Cranberry,160,200,163.31,152,08-03-2025,14-03-2025
DMart Premia Trail Mix,160,379,157.71,307,08-03-2025,14-03-2025
