Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
DMart Premia Masoor Dal,135,245,125.74,190,15-03-2025,21-03-2025
DMart Swaad Masoor Dal,120,246,103.28,175,15-03-2025,21-03-2025
Tata Sampann Masoor Dal,164,167,144.09,161,15-03-2025,21-03-2025
Satyam Masur Dal,90,299,87.59,278,15-03-2025,21-03-2025
Tata Sampan 100% Organic Unpolished Masoor Dal,120,269,105.87,252,15-03-2025,21-03-2025
DMart Premia Daliya,98,160,84.89,140,15-03-2025,21-03-2025
Satyam Dalia,59,290,61.21,254,15-03-2025,21-03-2025
DMart Premia Mix Dal,173,231,172.93,200,15-03-2025,21-03-2025
DMart Premia Rajma Kashmiri,102,90,90.33,89,15-03-2025,21-03-2025
DMart Premia Rajma White,125,326,120.36,281,15-03-2025,21-03-2025
DMart Premia Rajma Red Small,91,314,95.31,285,15-03-2025,21-03-2025
Satyam Rajma Pink,132,72,122.76,69,15-03-2025,21-03-2025
Satyam Rajma Sharmili,149,155,133.58,111,15-03-2025,21-03-2025
Tata Sampann Organic Unpolished Rajma Red,150,335,146.7,297,15-03-2025,21-03-2025
Tata Sampann Unpolished Rajma (Chitra),106,181,91.71,153,15-03-2025,21-03-2025
DMart Premia Chowli Premium,120,231,116.12,196,15-03-2025,21-03-2025
DMart Premia Chowli Small,175,130,153.3,128,15-03-2025,21-03-2025
DMart Premia Chowli Red,89,232,78.93,181,15-03-2025,21-03-2025
Satyam Chowla,168,312,174.43,277,15-03-2025,21-03-2025
DMart Premia Ranguni Wal,81,334,71.94,286,15-03-2025,21-03-2025
DMart Premia Soyawadi,31,171,31.06,124,15-03-2025,21-03-2025
Nutrela Soya Mini Chunks,50,97,49.64,94,15-03-2025,21-03-2025
Saffola Mealmaker Soya Chunks,150,151,148.4,121,15-03-2025,21-03-2025
Nutrela Soya Chunks,50,161,46.5,154,15-03-2025,21-03-2025
DMart Premia Soyabean,69,126,62.59,109,15-03-2025,21-03-2025
DMart Premia Mini Soya Chunks,34,346,29.38,243,15-03-2025,21-03-2025
Nutrela Soya Granules,50,257,44.86,199,15-03-2025,21-03-2025
DMart Premia Desi Kabuli Chana,214,120,209.46,93,15-03-2025,21-03-2025
DMart Swaad Kabuli Chana,83,236,74.28,185,15-03-2025,21-03-2025
Satyam Kabuli Chana,149,287,145.08,265,15-03-2025,21-03-2025
Organic Tattva Kabuli Chana,199,197,203.96,153,15-03-2025,21-03-2025
Tata Sampann Organic Unpolished Kabuli Chana,165,147,153.92,120,15-03-2025,21-03-2025
DMart Premia Chana Small,121,73,105.89,63,15-03-2025,21-03-2025
DMart Premia Chana Big,83,162,76.97,146,15-03-2025,21-03-2025
DMart Premia Chana Green,92,141,93.85,103,15-03-2025,21-03-2025
Satyam Chana Small,83,71,74.4,56,15-03-2025,21-03-2025
Organic Tattva Kala Chana,120,297,116.17,255,15-03-2025,21-03-2025
Tata Sampann Organic Unpolished (Kala) Chana,110,81,94.78,77,15-03-2025,21-03-2025
Satyam Chana Mosambi,109,189,109.77,173,15-03-2025,21-03-2025
Satyam Chana Green,96,295,89.79,276,15-03-2025,21-03-2025
DMart Swaad Urad Whole White,149,155,142.31,144,15-03-2025,21-03-2025
DMart Premia Udid Black,92,72,91.97,60,15-03-2025,21-03-2025
DMart Premia Udid,100,185,99.01,159,15-03-2025,21-03-2025
Satyam Udid (Urad) Whole,136,214,140.83,161,15-03-2025,21-03-2025
Tata Sampann Unpolished Urad Kali,206,195,186.18,144,15-03-2025,21-03-2025
DMart Premia Moong Whole: 1 Kg,194,279,166.22,240,15-03-2025,21-03-2025
DMart Premia Moong Whole Small,91,191,91.96,175,15-03-2025,21-03-2025
Satyam Moong Whole,129,200,118.13,185,15-03-2025,21-03-2025
DMart Premia Vatana Black,82,309,80.13,237,15-03-2025,21-03-2025
DMart Premia Matki,131,344,123.39,269,15-03-2025,21-03-2025
DMart Premia Masoor Whole,128,213,125.94,203,15-03-2025,21-03-2025
Satyam Masoor Whole,90,309,90.73,290,15-03-2025,21-03-2025
DMart Premia Vatana White,53,251,47.83,237,15-03-2025,21-03-2025
DMart Premia Vatana Green,97,228,86.14,222,15-03-2025,21-03-2025
Satyam Safed (White) Vatana,86,303,79.41,267,15-03-2025,21-03-2025
Satyam Vatana Green,129,129,128.81,108,15-03-2025,21-03-2025
Satyam Vatana Black,86,160,78.68,130,15-03-2025,21-03-2025
DMart Premia Matki Small,109,120,100.24,96,15-03-2025,21-03-2025
DMart Premia Wal,113,344,106.53,298,15-03-2025,21-03-2025
DMart Premia Mix Chana-Vatna (Sprout),78,98,70.53,89,15-03-2025,21-03-2025
DMart Premia Mix Pulse (Sprout),97,293,93.4,220,15-03-2025,21-03-2025
Satyam Math (Matki),109,133,111.96,104,15-03-2025,21-03-2025
Satyam Wal Kadwa,155,161,148.18,149,15-03-2025,21-03-2025
DMart Premia Wal Papdi,95,195,91.51,157,15-03-2025,21-03-2025
DMart Premia Groundnut,121,96,126.23,88,15-03-2025,21-03-2025
Satyam Singdana (Groundnut),117,190,121.16,139,15-03-2025,21-03-2025
Organic Tattva Groundnuts (Peanuts),185,138,188.98,124,15-03-2025,21-03-2025
24 Mantra Organic Peanut,170,200,148.77,154,15-03-2025,21-03-2025
Desi Memories Salted Peanut With Skin,90,310,91.48,302,15-03-2025,21-03-2025
Desi Memories Salted Peanut,90,326,93.34,295,15-03-2025,21-03-2025
Desi Memories Groundnut,99,90,88.21,73,15-03-2025,21-03-2025
ProV Select California Almonds,1349,277,1184.92,268,15-03-2025,21-03-2025
DMart Premia Badam (Almonds),670,167,596.01,116,15-03-2025,21-03-2025
Prov Independence California Almonds,749,71,750.19,55,15-03-2025,21-03-2025
Nutraj California Almonds,1149,269,1028.93,222,15-03-2025,21-03-2025
DMart Swaad Badam,582,72,559.23,56,15-03-2025,21-03-2025
DMart Premia Badam American,1224,266,1162.17,234,15-03-2025,21-03-2025
Wonderland California Almonds,799,250,804.94,222,15-03-2025,21-03-2025
DMart Premia Mamra Badam,691,164,641.06,130,15-03-2025,21-03-2025
Nutraj Almond,299,194,301.57,146,15-03-2025,21-03-2025
KMK Almond Mamra (Badam),750,192,705.23,175,15-03-2025,21-03-2025
DMart Premia Almonds Salted,230,92,236.12,79,15-03-2025,21-03-2025
KMK Almond American (Badam),258,86,230.96,83,15-03-2025,21-03-2025
DMart Premia Almonds Smoked,230,78,215.15,61,15-03-2025,21-03-2025
Tata Sampann California Almonds Whole,314,195,285.63,166,15-03-2025,21-03-2025
ProV Select California Almonds,749,286,657.81,256,15-03-2025,21-03-2025
Borges Almonds Blanched & Roasted,1500,297,1453.11,217,15-03-2025,21-03-2025
Borges Almonds Roasted,1400,212,1382.42,183,15-03-2025,21-03-2025
Mahaa Rajaa Ayush Almond,349,77,299.91,66,15-03-2025,21-03-2025
Mahaa Rajaa Majestic Almonds,799,324,705.86,281,15-03-2025,21-03-2025
Nutraj Cashews,699,162,650.75,158,15-03-2025,21-03-2025
Nutraj Cashew Nuts,1499,151,1318.78,121,15-03-2025,21-03-2025
Kalbavi Popular Cashews,649,194,659.58,160,15-03-2025,21-03-2025
DMart Premia Regular Kaju (Cashews) - 320,706,218,604.47,195,15-03-2025,21-03-2025
DMart Premia Kaju,680,79,691.7,56,15-03-2025,21-03-2025
ProV Select Cashews,849,298,832.43,254,15-03-2025,21-03-2025
DMart Swaad Kaju,618,334,647.2,285,15-03-2025,21-03-2025
DMart Premia Kaju Tukda (Cashews),376,224,388.43,188,15-03-2025,21-03-2025
Wonderland Cashews,770,145,785.06,128,15-03-2025,21-03-2025
Kokan Gem Goa Cashew Classic (Kaju),650,116,639.87,90,15-03-2025,21-03-2025
Kalbavi Cashews (Kaju),699,133,615.53,120,15-03-2025,21-03-2025
DMart Premia Cashew Broken,698,166,655.96,131,15-03-2025,21-03-2025
DMart Premia Kaju Special (Cashews) - 240,780,297,789.61,218,15-03-2025,21-03-2025
DMart Premia Cashews Salted,240,121,230.07,111,15-03-2025,21-03-2025
Kokan Gem Goa Cashew Premium (Kaju),750,137,674.46,134,15-03-2025,21-03-2025
DMart Premia Cashews Black Pepper,240,220,229.23,176,15-03-2025,21-03-2025
KMK Cashew Nut (Kaju),325,349,333.72,321,15-03-2025,21-03-2025
DMart Premia Kaju (Cashews) - 210,216,174,217.31,151,15-03-2025,21-03-2025
Tata Sampann Premium Cashews Whole,315,96,303.69,69,15-03-2025,21-03-2025
Mahaa Rajaa Ayush Cashew,429,112,397.2,106,15-03-2025,21-03-2025
Nutraj Pista,699,223,624.98,207,15-03-2025,21-03-2025
ProV Select California Roasted & Salted Pistachios,799,306,762.55,285,15-03-2025,21-03-2025
DMart Premia Pista Plain (Pistachios),358,250,334.05,201,15-03-2025,21-03-2025
DMart Swaad Pista,575,227,535.48,191,15-03-2025,21-03-2025
Nutraj Premium California Pistachios (Pista),379,293,346.95,285,15-03-2025,21-03-2025
DMart Premia Pista Salty (Pistachio),400,112,385.79,97,15-03-2025,21-03-2025
Wonderland Roasted & Salted California Pista,725,249,670.58,176,15-03-2025,21-03-2025
Prov Select Pistachio Roasted & Salted,1499,118,1280.8,91,15-03-2025,21-03-2025
KMK Pista Magaz,575,122,578.86,109,15-03-2025,21-03-2025
Nutraj Plain Pistachio Kernel,379,117,375.62,90,15-03-2025,21-03-2025
KMK Pista Salted Irani (Pistachios),319,98,330.86,93,15-03-2025,21-03-2025
Tata Sampann Pistachios Roasted & Salted,375,239,359.92,178,15-03-2025,21-03-2025
Mahaa Rajaa Ayush Pistachios,489,186,500.23,136,15-03-2025,21-03-2025
Date Crown Fard (Khajur),315,135,292.73,123,15-03-2025,21-03-2025
Nutraj Arabian Premium Dates,199,302,192.6,297,15-03-2025,21-03-2025
Kimia Seeded Dates,310,143,308.37,117,15-03-2025,21-03-2025
Wonderland Arabian Dates,249,288,218.1,214,15-03-2025,21-03-2025
DMart Premia Red Dried Dates (Kharik),272,304,259.87,277,15-03-2025,21-03-2025
Nutraj Kalmi Dates (Safawi),749,94,643.54,67,15-03-2025,21-03-2025
Date Crown Bumaan Dates,155,336,139.32,280,15-03-2025,21-03-2025
Farmley Dates Bites,40,147,40.96,122,15-03-2025,21-03-2025
Nutraj Dry Dates (Yellow) Chuara-Kharek Pouch,299,175,255.73,158,15-03-2025,21-03-2025
Nutraj Dry Dates (Chuara-Khareek),249,81,219.94,71,15-03-2025,21-03-2025
Date Crown Kalmi Safawi Dates,500,84,454.67,80,15-03-2025,21-03-2025
Emperor Royal Peacock Seeded Dates (Khajur),150,295,145.45,254,15-03-2025,21-03-2025
Royal Crown Arabian Delight Luxury Dates,270,335,279.46,271,15-03-2025,21-03-2025
Falcon Zahdi Dates Seedless,160,349,164.75,300,15-03-2025,21-03-2025
Falcon UAE Dates Seedless (Khajur),200,236,177.8,217,15-03-2025,21-03-2025
Al Najub Mazafati Dates,210,243,189.29,216,15-03-2025,21-03-2025
King Solomon Medjoul Natural Dates,1190,314,1090.25,245,15-03-2025,21-03-2025
Emperor Dates Iranian Muzafati,200,316,199.49,266,15-03-2025,21-03-2025
Nutraj Fard Premium Dates,349,272,340.35,257,15-03-2025,21-03-2025
Apis Royal Zahidi Premium Dates,125,263,121.71,206,15-03-2025,21-03-2025
Apis Classic Dates,199,129,195.47,128,15-03-2025,21-03-2025
Emperor Dates - Deseeded Dates,170,79,156.35,78,15-03-2025,21-03-2025
Gulf Finest Classic Dates,162,328,143.93,281,15-03-2025,21-03-2025
Al Najub Kimia Dates,310,162,288.8,114,15-03-2025,21-03-2025
Emperor Dates - Dates with Seed,110,257,97.56,229,15-03-2025,21-03-2025
Falcon Aqaba Dates,150,115,129.18,90,15-03-2025,21-03-2025
King Solomon Oriental Dates,249,112,230.96,78,15-03-2025,21-03-2025
Falcon UAE Dates Seeded,165,141,141.33,130,15-03-2025,21-03-2025
Wonderland Zahidi Dates,399,303,397.0,212,15-03-2025,21-03-2025
Royal Crown Hand Picked Mazafati Dates,261,230,230.13,216,15-03-2025,21-03-2025
Dates Crown Deseeded Black Dates (Khajur),180,89,153.36,86,15-03-2025,21-03-2025
Gulf Zahidi Dates,162,91,164.11,68,15-03-2025,21-03-2025
Farmley Omani Dates Fard Pouch,349,171,345.12,125,15-03-2025,21-03-2025
Royal Delight Finest Ajwa Dates,549,219,549.06,198,15-03-2025,21-03-2025
Emperor Premium Dates Zahidi,150,187,149.23,145,15-03-2025,21-03-2025
Azmah Dates,625,265,598.15,185,15-03-2025,21-03-2025
DMart Premia Black Dried Dates (Kharik),159,347,158.98,294,15-03-2025,21-03-2025
Al Barakah Khalas Dates,250,283,231.82,271,15-03-2025,21-03-2025
Apis Select Dates,299,170,266.27,167,15-03-2025,21-03-2025
Royal Delight Finest Oman Dates,249,125,215.27,111,15-03-2025,21-03-2025
Falcon Zahdi Dates,155,200,158.96,196,15-03-2025,21-03-2025
Al Barakah Safawi Dates,799,216,790.56,202,15-03-2025,21-03-2025
Al Barakah Fard Dates,495,123,464.95,98,15-03-2025,21-03-2025
DMart Premia Kismis Indian (Raisins),281,116,259.05,91,15-03-2025,21-03-2025
Nutraj Raisins - Kishmish,299,346,286.26,271,15-03-2025,21-03-2025
DMart Premia Kismis Black,68,192,69.36,156,15-03-2025,21-03-2025
Wonderland Raisins,300,74,310.58,65,15-03-2025,21-03-2025
KMK Black Raisins Seedless (Kismis),199,90,199.5,68,15-03-2025,21-03-2025
DMart Swaad Kismis,208,73,197.88,54,15-03-2025,21-03-2025
Prov Select Indian Raisin,599,258,579.16,247,15-03-2025,21-03-2025
Mahafruit Long Seedless Kishmish,199,81,207.24,63,15-03-2025,21-03-2025
DMart Premia Kismis Selected (Raisins),229,277,218.37,271,15-03-2025,21-03-2025
DMart Premia Kismis Black Seedless,74,317,64.13,242,15-03-2025,21-03-2025
Mahafruit Premium Quality Kishmish (Raisins),215,141,184.36,133,15-03-2025,21-03-2025
KMK Green Raisins Afghan (Kismis),215,220,198.46,204,15-03-2025,21-03-2025
Mahafruit Black Seeded Kishmish,139,179,129.91,153,15-03-2025,21-03-2025
Tata Sampann Premium Raisins Seedless,116,189,111.38,165,15-03-2025,21-03-2025
Mahaa Rajaa Ayush Black Raisins,199,87,175.42,61,15-03-2025,21-03-2025
Nutraj Daily Walnut Kernels,899,71,892.14,63,15-03-2025,21-03-2025
Nutraj California Walnut Kernels (Akrod Magaj),499,274,507.76,266,15-03-2025,21-03-2025
DMart Premia Akrod Magaj (Walnut Kernels),300,327,284.26,244,15-03-2025,21-03-2025
Nutraj California Whole Walnut (Akrod),999,213,1036.47,189,15-03-2025,21-03-2025
Wonderland Walnuts,950,133,992.98,110,15-03-2025,21-03-2025
DMart Premia Akrod (Walnut) Whole,1030,303,1048.32,300,15-03-2025,21-03-2025
Nutraj Kashmir Walnut Kernels,499,187,492.03,132,15-03-2025,21-03-2025
Prov Premium Whole Walnut,649,168,650.0,128,15-03-2025,21-03-2025
Prov Premium Walnut Extra Light Halves,549,74,500.17,66,15-03-2025,21-03-2025
DMart Swaad Akrod Whole,649,232,576.23,183,15-03-2025,21-03-2025
KMK Walnut Kernel (Akrod),325,196,300.24,138,15-03-2025,21-03-2025
KMK Walnut Shell (Whole),540,201,471.62,171,15-03-2025,21-03-2025
Carnival Premium Walnut,665,202,662.34,187,15-03-2025,21-03-2025
DMart Premia Jardalu,100,135,89.8,116,15-03-2025,21-03-2025
Nutraj Premium Dryfruit Mix,699,303,655.96,246,15-03-2025,21-03-2025
DMart Premia Dryfruit Mix,529,131,525.37,109,15-03-2025,21-03-2025
Farmley Panchmeva Mix Dryfruit,599,130,592.92,114,15-03-2025,21-03-2025
DMart Premia Mixed Dry Fruits,396,335,350.37,269,15-03-2025,21-03-2025
Farmley Seed Mix,229,331,226.6,311,15-03-2025,21-03-2025
Farmley Berry Mix,349,321,311.73,295,15-03-2025,21-03-2025
Farmley Snack Mix Mexican Peri-Peri,499,227,436.55,198,15-03-2025,21-03-2025
DMart Premia Cranberry Chatpata,180,329,184.6,289,15-03-2025,21-03-2025
DMart Premia Nuts & Seeds Mix,135,82,138.09,79,15-03-2025,21-03-2025
Prov Select Dry Fruits Mix,599,77,625.76,73,15-03-2025,21-03-2025
Farmley Trail Mix,349,325,349.33,287,15-03-2025,21-03-2025
KMK Mix Mewa Cut Dry Fruits,250,70,250.31,68,15-03-2025,21-03-2025
Dried Blueberry,375,90,367.68,82,15-03-2025,21-03-2025
KMK Cranberry Whole,199,256,181.1,211,15-03-2025,21-03-2025
Dried Cranberry,160,336,157.43,240,15-03-2025,21-03-2025
DMart Premia Trail Mix,160,240,162.04,203,15-03-2025,21-03-2025
