Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
DMart Premia Chilli Kashmiri,98,204,89.43,198,22-03-2025,28-03-2025
DMart Premia Alsi,17,283,16.1,200,22-03-2025,28-03-2025
DMart Premia Dhaniya Dal,49,531,42.9,444,22-03-2025,28-03-2025
DMart Premia Dinkh (Edible Gum),59,228,57.91,161,22-03-2025,28-03-2025
DMart Premia Dhania Jeera Mix Khandela,68,462,68.68,389,22-03-2025,28-03-2025
DMart Premia Jaipatri (Mace),160,367,149.64,287,22-03-2025,28-03-2025
DMart Premia Malwani Masala Deluxe,135,487,125.11,469,22-03-2025,28-03-2025
Kolhapuri Surati Kurmura,80,279,80.9,220,22-03-2025,28-03-2025
DMart Premia Soyabean,69,554,60.06,421,22-03-2025,28-03-2025
DMart Premia Sugar Crystals (Khadi Shakkar),25,322,25.96,311,22-03-2025,28-03-2025
DMart Premia Bedgi Chilli,65,374,68.12,338,22-03-2025,28-03-2025
DMart Premia Amsul Wet Kokam,163,392,158.78,322,22-03-2025,28-03-2025
DMart Premia Ginger Powder,73,400,68.27,330,22-03-2025,28-03-2025
Emperor Royal Peacock Seeded Dates (Khajur),150,551,153.89,426,22-03-2025,28-03-2025
DMart Premia Tej Patta,32,591,31.25,449,22-03-2025,28-03-2025
DMart Premia Sugar Candy,34,409,33.05,379,22-03-2025,28-03-2025
DMart Premia Kismis Selected (Raisins),229,269,200.81,195,22-03-2025,28-03-2025
Falcon Zahdi Dates Seedless,160,541,143.7,395,22-03-2025,28-03-2025
Falcon UAE Dates Seedless (Khajur),200,538,193.03,380,22-03-2025,28-03-2025
DMart Premia Sabja (Basil Seeds),39,313,40.8,265,22-03-2025,28-03-2025
DMart Premia Kaju (Cashews) - 210,216,566,196.06,515,22-03-2025,28-03-2025
DMart Premia Jaifal,68,388,68.34,326,22-03-2025,28-03-2025
DMart Premia Kalvanji,52,268,44.29,214,22-03-2025,28-03-2025
DMart Premia Eating Soda,24,584,21.19,548,22-03-2025,28-03-2025
DMart Premia Dry Ginger (Sunth),84,258,73.06,190,22-03-2025,28-03-2025
Emperor Dates - Deseeded Dates,170,408,166.64,301,22-03-2025,28-03-2025
DMart Premia Kokam Rind Lonavala,131,425,123.37,356,22-03-2025,28-03-2025
Zele Kolhapuri Bhadang Kurmura Sadha,45,313,39.13,295,22-03-2025,28-03-2025
DMart Premia Reshampatti Chilli Khandela,220,299,229.39,218,22-03-2025,28-03-2025
Emperor Dates - Dates with Seed,110,236,102.75,182,22-03-2025,28-03-2025
Falcon Aqaba Dates,150,399,141.1,291,22-03-2025,28-03-2025
Falcon UAE Dates Seeded,165,343,164.48,279,22-03-2025,28-03-2025
DMart Premia Sunday Mix Masala,133,250,114.03,216,22-03-2025,28-03-2025
DMart Premia Sakariya,24,308,22.16,301,22-03-2025,28-03-2025
DMart Premia Halim,28,333,28.43,301,22-03-2025,28-03-2025
Dates Crown Deseeded Black Dates (Khajur),180,569,159.85,444,22-03-2025,28-03-2025
DMart Premia Jardalu,100,428,86.86,427,22-03-2025,28-03-2025
DMart Premia Dagad Phool (Black Stone Flower),72,251,72.39,198,22-03-2025,28-03-2025
DMart Premia Dhania Khandela,53,309,45.72,307,22-03-2025,28-03-2025
DMart Premia Nimbu Phool (Citric Acid),19,374,19.4,311,22-03-2025,28-03-2025
DMart Premia Black Dried Dates (Kharik),159,499,158.32,422,22-03-2025,28-03-2025
DMart Premia Mix Masala,135,298,132.21,223,22-03-2025,28-03-2025
DMart Premia Chana Dal,130,207,110.65,163,22-03-2025,28-03-2025
DMart Swaad Chana Dal,105,327,90.32,256,22-03-2025,28-03-2025
Tata Sampann Chana Dal,75,238,65.29,187,22-03-2025,28-03-2025
DMart Healthy Choice Unpolished Chana Dal,139,252,136.58,226,22-03-2025,28-03-2025
Tata Sampann 100% Organic Unpolished Chana Dal,230,598,221.9,491,22-03-2025,28-03-2025
Satyam Chana Dal,90,414,83.06,322,22-03-2025,28-03-2025
DMart Premia Moong Dal,183,462,177.03,356,22-03-2025,28-03-2025
DMart Swaad Moong Dal,153,551,141.56,460,22-03-2025,28-03-2025
Tata Sampann Moong Dal,205,566,208.61,433,22-03-2025,28-03-2025
DMart Premia Moong Dal Chilti,177,300,153.06,267,22-03-2025,28-03-2025
Tata Sampann Moong Chilka,94,237,92.29,222,22-03-2025,28-03-2025
Satyam Moong Dal,129,534,123.29,422,22-03-2025,28-03-2025
DMart Healthy Choice Unpolished Moong Dal,207,568,210.6,398,22-03-2025,28-03-2025
Tata Sampann 100% Organic Unpolished Moong Dal,270,205,277.68,173,22-03-2025,28-03-2025
Organic Tattva Moong Dal Yellow Split,310,422,282.74,359,22-03-2025,28-03-2025
Satyam Moong Chilti,126,423,130.03,329,22-03-2025,28-03-2025
Organic Tattva Moong Dal Whole,145,209,144.83,170,22-03-2025,28-03-2025
Tata Sampann Unpolished Toor Dal,224,481,233.97,368,22-03-2025,28-03-2025
DMart Swaad Toor Dal,156,428,137.15,408,22-03-2025,28-03-2025
DMart Premia Tur Dal Latur,187,240,169.88,228,22-03-2025,28-03-2025
DMart Premia Tur Dal Premium Gujarat,113,490,96.2,376,22-03-2025,28-03-2025
Tata Sampann 100% Organic Unpolished Toor Dal,290,364,248.37,289,22-03-2025,28-03-2025
Satyam Tur (Toor) Dal,136,211,134.73,189,22-03-2025,28-03-2025
Organic Tattva Arhar Tur Dal,365,552,325.95,454,22-03-2025,28-03-2025
DMart Healthy Choice Unpolished Toor Dal,218,330,205.84,249,22-03-2025,28-03-2025
Satyam Toor Dal Oily,139,535,141.56,462,22-03-2025,28-03-2025
Toor Dal Oily,800,413,764.21,401,22-03-2025,28-03-2025
DMart Premia Udid (Urad) Dal,205,297,213.35,289,22-03-2025,28-03-2025
DMart Swaad Urad Dal,154,269,134.92,258,22-03-2025,28-03-2025
Tata Sampann Urad Dal,235,323,204.11,241,22-03-2025,28-03-2025
DMart Premia Udid (Urad) Dal Chilti,98,223,94.44,182,22-03-2025,28-03-2025
DMart Premia Urad Dal Premium,126,434,119.85,337,22-03-2025,28-03-2025
Satyam Udid (Urad) Dal,136,365,120.83,318,22-03-2025,28-03-2025
Organic Tattva Urad Dal Whole White,175,504,171.48,360,22-03-2025,28-03-2025
Tata Sampann Organic Unpolished Urad Dal,150,448,138.02,388,22-03-2025,28-03-2025
Organic Tattva Urad Dal White Split,170,311,154.43,301,22-03-2025,28-03-2025
DMart Premia Masoor Dal,135,513,120.18,500,22-03-2025,28-03-2025
DMart Swaad Masoor Dal,120,550,120.62,418,22-03-2025,28-03-2025
Tata Sampann Masoor Dal,164,541,170.27,390,22-03-2025,28-03-2025
Satyam Masur Dal,90,440,83.12,378,22-03-2025,28-03-2025
Tata Sampan 100% Organic Unpolished Masoor Dal,120,377,104.36,314,22-03-2025,28-03-2025
DMart Premia Daliya,98,221,86.26,197,22-03-2025,28-03-2025
Satyam Dalia,59,496,54.55,484,22-03-2025,28-03-2025
DMart Premia Mix Dal,173,441,178.06,422,22-03-2025,28-03-2025
DMart Premia Rajma Kashmiri,102,565,98.78,492,22-03-2025,28-03-2025
DMart Premia Rajma White,125,236,131.04,204,22-03-2025,28-03-2025
DMart Premia Rajma Red Small,91,272,93.6,209,22-03-2025,28-03-2025
Satyam Rajma Pink,132,537,117.15,536,22-03-2025,28-03-2025
Satyam Rajma Sharmili,149,510,145.56,401,22-03-2025,28-03-2025
Tata Sampann Organic Unpolished Rajma Red,150,428,143.13,392,22-03-2025,28-03-2025
Tata Sampann Unpolished Rajma (Chitra),106,246,93.2,205,22-03-2025,28-03-2025
DMart Premia Chowli Premium,120,296,123.15,285,22-03-2025,28-03-2025
DMart Premia Chowli Small,175,414,158.44,354,22-03-2025,28-03-2025
DMart Premia Chowli Red,89,509,84.46,435,22-03-2025,28-03-2025
Satyam Chowla,168,546,173.64,427,22-03-2025,28-03-2025
DMart Premia Ranguni Wal,81,522,71.35,458,22-03-2025,28-03-2025
DMart Premia Soyawadi,31,566,29.44,481,22-03-2025,28-03-2025
Nutrela Soya Mini Chunks,50,563,44.91,484,22-03-2025,28-03-2025
Saffola Mealmaker Soya Chunks,150,452,136.26,443,22-03-2025,28-03-2025
Nutrela Soya Chunks,50,570,44.45,514,22-03-2025,28-03-2025
DMart Premia Soyabean,69,446,59.35,392,22-03-2025,28-03-2025
DMart Premia Mini Soya Chunks,34,502,31.53,404,22-03-2025,28-03-2025
Nutrela Soya Granules,50,400,44.89,374,22-03-2025,28-03-2025
DMart Premia Desi Kabuli Chana,214,344,191.89,273,22-03-2025,28-03-2025
DMart Swaad Kabuli Chana,83,387,81.09,287,22-03-2025,28-03-2025
Satyam Kabuli Chana,149,297,138.4,231,22-03-2025,28-03-2025
Organic Tattva Kabuli Chana,199,316,205.81,226,22-03-2025,28-03-2025
Tata Sampann Organic Unpolished Kabuli Chana,165,546,150.08,481,22-03-2025,28-03-2025
DMart Premia Chana Small,121,363,117.29,255,22-03-2025,28-03-2025
DMart Premia Chana Big,83,509,74.56,403,22-03-2025,28-03-2025
DMart Premia Chana Green,92,568,81.14,441,22-03-2025,28-03-2025
Satyam Chana Small,83,353,71.34,254,22-03-2025,28-03-2025
Organic Tattva Kala Chana,120,486,108.73,417,22-03-2025,28-03-2025
Tata Sampann Organic Unpolished (Kala) Chana,110,556,107.76,518,22-03-2025,28-03-2025
Satyam Chana Mosambi,109,231,100.17,213,22-03-2025,28-03-2025
Satyam Chana Green,96,439,96.55,417,22-03-2025,28-03-2025
DMart Swaad Urad Whole White,149,462,130.02,346,22-03-2025,28-03-2025
DMart Premia Udid Black,92,588,93.12,483,22-03-2025,28-03-2025
DMart Premia Udid,100,465,99.81,407,22-03-2025,28-03-2025
Satyam Udid (Urad) Whole,136,205,139.6,171,22-03-2025,28-03-2025
Tata Sampann Unpolished Urad Kali,206,342,211.35,279,22-03-2025,28-03-2025
DMart Premia Moong Whole: 1 Kg,194,564,172.08,434,22-03-2025,28-03-2025
DMart Premia Moong Whole Small,91,271,79.32,217,22-03-2025,28-03-2025
Satyam Moong Whole,129,434,114.22,421,22-03-2025,28-03-2025
DMart Premia Vatana Black,82,573,73.32,517,22-03-2025,28-03-2025
DMart Premia Matki,131,239,119.15,183,22-03-2025,28-03-2025
DMart Premia Masoor Whole,128,346,120.71,262,22-03-2025,28-03-2025
Satyam Masoor Whole,90,245,84.25,186,22-03-2025,28-03-2025
DMart Premia Vatana White,53,466,53.96,385,22-03-2025,28-03-2025
DMart Premia Vatana Green,97,513,91.66,424,22-03-2025,28-03-2025
Satyam Safed (White) Vatana,86,548,89.51,384,22-03-2025,28-03-2025
Satyam Vatana Green,129,230,113.29,177,22-03-2025,28-03-2025
Satyam Vatana Black,86,555,78.77,511,22-03-2025,28-03-2025
DMart Premia Matki Small,109,323,104.69,305,22-03-2025,28-03-2025
DMart Premia Wal,113,221,98.68,199,22-03-2025,28-03-2025
DMart Premia Mix Chana-Vatna (Sprout),78,377,81.84,266,22-03-2025,28-03-2025
DMart Premia Mix Pulse (Sprout),97,223,97.91,190,22-03-2025,28-03-2025
Satyam Math (Matki),109,304,103.9,244,22-03-2025,28-03-2025
Satyam Wal Kadwa,155,524,148.92,507,22-03-2025,28-03-2025
DMart Premia Wal Papdi,95,227,85.56,221,22-03-2025,28-03-2025
DMart Premia Groundnut,121,240,115.8,183,22-03-2025,28-03-2025
Satyam Singdana (Groundnut),117,417,113.52,358,22-03-2025,28-03-2025
Organic Tattva Groundnuts (Peanuts),185,297,175.86,217,22-03-2025,28-03-2025
24 Mantra Organic Peanut,170,380,151.08,274,22-03-2025,28-03-2025
Desi Memories Salted Peanut With Skin,90,263,89.48,229,22-03-2025,28-03-2025
Desi Memories Salted Peanut,90,572,81.72,435,22-03-2025,28-03-2025
Desi Memories Groundnut,99,238,94.01,207,22-03-2025,28-03-2025
ProV Select California Almonds,1349,349,1381.32,259,22-03-2025,28-03-2025
DMart Premia Badam (Almonds),670,545,623.02,538,22-03-2025,28-03-2025
Prov Independence California Almonds,749,250,784.89,176,22-03-2025,28-03-2025
Nutraj California Almonds,1149,489,1083.45,437,22-03-2025,28-03-2025
DMart Swaad Badam,582,357,580.8,332,22-03-2025,28-03-2025
DMart Premia Badam American,1224,310,1134.85,305,22-03-2025,28-03-2025
Wonderland California Almonds,799,261,804.97,184,22-03-2025,28-03-2025
DMart Premia Mamra Badam,691,579,613.88,424,22-03-2025,28-03-2025
Nutraj Almond,299,333,262.0,235,22-03-2025,28-03-2025
KMK Almond Mamra (Badam),750,329,671.24,278,22-03-2025,28-03-2025
DMart Premia Almonds Salted,230,332,205.65,247,22-03-2025,28-03-2025
KMK Almond American (Badam),258,521,238.74,508,22-03-2025,28-03-2025
DMart Premia Almonds Smoked,230,547,241.11,491,22-03-2025,28-03-2025
Tata Sampann California Almonds Whole,314,405,306.3,315,22-03-2025,28-03-2025
ProV Select California Almonds,749,226,767.78,197,22-03-2025,28-03-2025
Borges Almonds Blanched & Roasted,1500,279,1285.79,195,22-03-2025,28-03-2025
Borges Almonds Roasted,1400,220,1276.24,164,22-03-2025,28-03-2025
Mahaa Rajaa Ayush Almond,349,343,365.39,246,22-03-2025,28-03-2025
Mahaa Rajaa Majestic Almonds,799,576,687.09,555,22-03-2025,28-03-2025
Nutraj Cashews,699,288,652.95,282,22-03-2025,28-03-2025
Nutraj Cashew Nuts,1499,497,1436.33,480,22-03-2025,28-03-2025
Kalbavi Popular Cashews,649,218,628.06,167,22-03-2025,28-03-2025
DMart Premia Regular Kaju (Cashews) - 320,706,436,662.67,333,22-03-2025,28-03-2025
DMart Premia Kaju,680,437,611.76,378,22-03-2025,28-03-2025
ProV Select Cashews,849,361,755.43,264,22-03-2025,28-03-2025
DMart Swaad Kaju,618,256,525.72,195,22-03-2025,28-03-2025
DMart Premia Kaju Tukda (Cashews),376,491,359.16,434,22-03-2025,28-03-2025
Wonderland Cashews,770,437,807.2,432,22-03-2025,28-03-2025
Kokan Gem Goa Cashew Classic (Kaju),650,422,567.61,340,22-03-2025,28-03-2025
Kalbavi Cashews (Kaju),699,518,717.91,398,22-03-2025,28-03-2025
DMart Premia Cashew Broken,698,587,718.33,472,22-03-2025,28-03-2025
DMart Premia Kaju Special (Cashews) - 240,780,572,702.61,525,22-03-2025,28-03-2025
DMart Premia Cashews Salted,240,215,205.13,194,22-03-2025,28-03-2025
Kokan Gem Goa Cashew Premium (Kaju),750,543,659.3,418,22-03-2025,28-03-2025
DMart Premia Cashews Black Pepper,240,595,207.82,496,22-03-2025,28-03-2025
KMK Cashew Nut (Kaju),325,496,313.93,441,22-03-2025,28-03-2025
DMart Premia Kaju (Cashews) - 210,216,394,217.97,335,22-03-2025,28-03-2025
Tata Sampann Premium Cashews Whole,315,261,295.96,214,22-03-2025,28-03-2025
Mahaa Rajaa Ayush Cashew,429,457,417.46,392,22-03-2025,28-03-2025
Nutraj Pista,699,274,710.97,254,22-03-2025,28-03-2025
ProV Select California Roasted & Salted Pistachios,799,500,698.56,484,22-03-2025,28-03-2025
DMart Premia Pista Plain (Pistachios),358,302,339.5,244,22-03-2025,28-03-2025
DMart Swaad Pista,575,337,576.24,276,22-03-2025,28-03-2025
Nutraj Premium California Pistachios (Pista),379,519,382.48,508,22-03-2025,28-03-2025
DMart Premia Pista Salty (Pistachio),400,268,341.03,220,22-03-2025,28-03-2025
Wonderland Roasted & Salted California Pista,725,347,706.93,288,22-03-2025,28-03-2025
Prov Select Pistachio Roasted & Salted,1499,246,1483.31,199,22-03-2025,28-03-2025
KMK Pista Magaz,575,494,496.19,376,22-03-2025,28-03-2025
Nutraj Plain Pistachio Kernel,379,287,387.3,264,22-03-2025,28-03-2025
KMK Pista Salted Irani (Pistachios),319,384,328.33,301,22-03-2025,28-03-2025
Tata Sampann Pistachios Roasted & Salted,375,570,351.39,411,22-03-2025,28-03-2025
Mahaa Rajaa Ayush Pistachios,489,338,507.74,291,22-03-2025,28-03-2025
Date Crown Fard (Khajur),315,573,317.43,435,22-03-2025,28-03-2025
Nutraj Arabian Premium Dates,199,360,201.77,358,22-03-2025,28-03-2025
Kimia Seeded Dates,310,459,275.24,326,22-03-2025,28-03-2025
Wonderland Arabian Dates,249,307,217.76,248,22-03-2025,28-03-2025
DMart Premia Red Dried Dates (Kharik),272,406,239.25,304,22-03-2025,28-03-2025
Nutraj Kalmi Dates (Safawi),749,359,718.4,293,22-03-2025,28-03-2025
Date Crown Bumaan Dates,155,527,159.35,489,22-03-2025,28-03-2025
Farmley Dates Bites,40,290,36.41,213,22-03-2025,28-03-2025
Nutraj Dry Dates (Yellow) Chuara-Kharek Pouch,299,429,301.68,380,22-03-2025,28-03-2025
Nutraj Dry Dates (Chuara-Khareek),249,228,253.63,211,22-03-2025,28-03-2025
Date Crown Kalmi Safawi Dates,500,535,447.25,502,22-03-2025,28-03-2025
Emperor Royal Peacock Seeded Dates (Khajur),150,225,127.91,194,22-03-2025,28-03-2025
Royal Crown Arabian Delight Luxury Dates,270,284,243.78,214,22-03-2025,28-03-2025
Falcon Zahdi Dates Seedless,160,420,144.46,360,22-03-2025,28-03-2025
Falcon UAE Dates Seedless (Khajur),200,558,176.55,391,22-03-2025,28-03-2025
Al Najub Mazafati Dates,210,341,203.74,311,22-03-2025,28-03-2025
King Solomon Medjoul Natural Dates,1190,398,1209.56,352,22-03-2025,28-03-2025
Emperor Dates Iranian Muzafati,200,376,208.99,358,22-03-2025,28-03-2025
Nutraj Fard Premium Dates,349,248,313.99,211,22-03-2025,28-03-2025
Apis Royal Zahidi Premium Dates,125,365,110.04,330,22-03-2025,28-03-2025
Apis Classic Dates,199,209,174.99,187,22-03-2025,28-03-2025
Emperor Dates - Deseeded Dates,170,206,154.45,201,22-03-2025,28-03-2025
Gulf Finest Classic Dates,162,335,154.63,258,22-03-2025,28-03-2025
Al Najub Kimia Dates,310,582,309.83,511,22-03-2025,28-03-2025
Emperor Dates - Dates with Seed,110,499,107.55,471,22-03-2025,28-03-2025
Falcon Aqaba Dates,150,459,147.47,457,22-03-2025,28-03-2025
King Solomon Oriental Dates,249,242,217.7,239,22-03-2025,28-03-2025
Falcon UAE Dates Seeded,165,279,159.35,264,22-03-2025,28-03-2025
Wonderland Zahidi Dates,399,480,411.55,456,22-03-2025,28-03-2025
Royal Crown Hand Picked Mazafati Dates,261,526,239.76,497,22-03-2025,28-03-2025
Dates Crown Deseeded Black Dates (Khajur),180,315,158.35,274,22-03-2025,28-03-2025
Gulf Zahidi Dates,162,445,141.61,346,22-03-2025,28-03-2025
Farmley Omani Dates Fard Pouch,349,496,359.35,427,22-03-2025,28-03-2025
Royal Delight Finest Ajwa Dates,549,426,562.28,342,22-03-2025,28-03-2025
Emperor Premium Dates Zahidi,150,591,131.6,551,22-03-2025,28-03-2025
Azmah Dates,625,481,636.3,364,22-03-2025,28-03-2025
DMart Premia Black Dried Dates (Kharik),159,330,150.89,237,22-03-2025,28-03-2025
Al Barakah Khalas Dates,250,346,229.04,290,22-03-2025,28-03-2025
Apis Select Dates,299,513,258.43,377,22-03-2025,28-03-2025
Royal Delight Finest Oman Dates,249,502,236.28,492,22-03-2025,28-03-2025
Falcon Zahdi Dates,155,252,135.01,226,22-03-2025,28-03-2025
Al Barakah Safawi Dates,799,434,687.77,355,22-03-2025,28-03-2025
Al Barakah Fard Dates,495,408,507.46,406,22-03-2025,28-03-2025
DMart Premia Kismis Indian (Raisins),281,556,247.73,413,22-03-2025,28-03-2025
Nutraj Raisins - Kishmish,299,436,281.43,409,22-03-2025,28-03-2025
DMart Premia Kismis Black,68,352,70.64,317,22-03-2025,28-03-2025
Wonderland Raisins,300,514,257.74,422,22-03-2025,28-03-2025
KMK Black Raisins Seedless (Kismis),199,399,175.36,288,22-03-2025,28-03-2025
DMart Swaad Kismis,208,340,203.59,242,22-03-2025,28-03-2025
Prov Select Indian Raisin,599,354,533.12,250,22-03-2025,28-03-2025
Mahafruit Long Seedless Kishmish,199,555,196.94,498,22-03-2025,28-03-2025
DMart Premia Kismis Selected (Raisins),229,500,208.53,488,22-03-2025,28-03-2025
DMart Premia Kismis Black Seedless,74,396,64.67,380,22-03-2025,28-03-2025
Mahafruit Premium Quality Kishmish (Raisins),215,331,199.36,321,22-03-2025,28-03-2025
KMK Green Raisins Afghan (Kismis),215,208,199.65,159,22-03-2025,28-03-2025
Mahafruit Black Seeded Kishmish,139,351,136.77,291,22-03-2025,28-03-2025
Tata Sampann Premium Raisins Seedless,116,522,100.51,493,22-03-2025,28-03-2025
Mahaa Rajaa Ayush Black Raisins,199,465,169.83,414,22-03-2025,28-03-2025
Nutraj Daily Walnut Kernels,899,402,773.36,282,22-03-2025,28-03-2025
Nutraj California Walnut Kernels (Akrod Magaj),499,318,433.85,224,22-03-2025,28-03-2025
DMart Premia Akrod Magaj (Walnut Kernels),300,516,310.37,502,22-03-2025,28-03-2025
Nutraj California Whole Walnut (Akrod),999,237,983.29,188,22-03-2025,28-03-2025
Wonderland Walnuts,950,336,907.24,323,22-03-2025,28-03-2025
DMart Premia Akrod (Walnut) Whole,1030,380,991.86,372,22-03-2025,28-03-2025
Nutraj Kashmir Walnut Kernels,499,538,476.94,511,22-03-2025,28-03-2025
Prov Premium Whole Walnut,649,326,676.73,310,22-03-2025,28-03-2025
Prov Premium Walnut Extra Light Halves,549,507,559.87,439,22-03-2025,28-03-2025
DMart Swaad Akrod Whole,649,556,634.57,540,22-03-2025,28-03-2025
KMK Walnut Kernel (Akrod),325,265,312.51,212,22-03-2025,28-03-2025
KMK Walnut Shell (Whole),540,251,513.07,211,22-03-2025,28-03-2025
Carnival Premium Walnut,665,587,632.0,553,22-03-2025,28-03-2025
DMart Premia Jardalu,100,235,92.09,216,22-03-2025,28-03-2025
Nutraj Premium Dryfruit Mix,699,319,618.58,308,22-03-2025,28-03-2025
DMart Premia Dryfruit Mix,529,595,459.27,554,22-03-2025,28-03-2025
Farmley Panchmeva Mix Dryfruit,599,373,619.47,345,22-03-2025,28-03-2025
DMart Premia Mixed Dry Fruits,396,422,366.79,308,22-03-2025,28-03-2025
Farmley Seed Mix,229,496,205.8,375,22-03-2025,28-03-2025
Farmley Berry Mix,349,474,364.82,470,22-03-2025,28-03-2025
Farmley Snack Mix Mexican Peri-Peri,499,574,440.77,538,22-03-2025,28-03-2025
DMart Premia Cranberry Chatpata,180,416,177.47,379,22-03-2025,28-03-2025
DMart Premia Nuts & Seeds Mix,135,312,131.19,295,22-03-2025,28-03-2025
Prov Select Dry Fruits Mix,599,352,627.87,337,22-03-2025,28-03-2025
Farmley Trail Mix,349,449,310.1,433,22-03-2025,28-03-2025
KMK Mix Mewa Cut Dry Fruits,250,285,246.09,256,22-03-2025,28-03-2025
Dried Blueberry,375,304,342.26,254,22-03-2025,28-03-2025
KMK Cranberry Whole,199,477,207.95,423,22-03-2025,28-03-2025
Dried Cranberry,160,253,137.43,182,22-03-2025,28-03-2025
DMart Premia Trail Mix,160,389,154.81,288,22-03-2025,28-03-2025
