Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
KMK Pista Magaz,575,205,598.17,167,01-03-2025,07-03-2025
Nutraj Plain Pistachio Kernel,379,110,352.73,84,01-03-2025,07-03-2025
KMK Pista Salted Irani (Pistachios),319,132,333.03,128,01-03-2025,07-03-2025
Tata Sampann Pistachios Roasted & Salted,375,266,382.15,265,01-03-2025,07-03-2025
Mahaa Rajaa Ayush Pistachios,489,341,496.35,281,01-03-2025,07-03-2025
Date Crown Fard (Khajur),315,176,272.02,131,01-03-2025,07-03-2025
Nutraj Arabian Premium Dates,199,341,178.61,324,01-03-2025,07-03-2025
Kimia Seeded Dates,310,386,310.59,372,01-03-2025,07-03-2025
Wonderland Arabian Dates,249,383,259.35,275,01-03-2025,07-03-2025
DMart Premia Red Dried Dates (Kharik),272,147,254.33,110,01-03-2025,07-03-2025
Nutraj Kalmi Dates (Safawi),749,211,757.4,181,01-03-2025,07-03-2025
Date Crown Bumaan Dates,155,207,143.31,203,01-03-2025,07-03-2025
Farmley Dates Bites,40,263,38.85,191,01-03-2025,07-03-2025
Nutraj Dry Dates (Yellow) Chuara-Kharek Pouch,299,275,304.03,256,01-03-2025,07-03-2025
Nutraj Dry Dates (Chuara-Khareek),249,121,253.57,117,01-03-2025,07-03-2025
Date Crown Kalmi Safawi Dates,500,261,474.97,253,01-03-2025,07-03-2025
Emperor Royal Peacock Seeded Dates (Khajur),150,178,136.48,145,01-03-2025,07-03-2025
Royal Crown Arabian Delight Luxury Dates,270,158,255.41,155,01-03-2025,07-03-2025
Falcon Zahdi Dates Seedless,160,323,149.47,233,01-03-2025,07-03-2025
Falcon UAE Dates Seedless (Khajur),200,176,185.3,126,01-03-2025,07-03-2025
Al Najub Mazafati Dates,210,272,205.24,210,01-03-2025,07-03-2025
King Solomon Medjoul Natural Dates,1190,160,1237.72,130,01-03-2025,07-03-2025
Emperor Dates Iranian Muzafati,200,167,174.76,137,01-03-2025,07-03-2025
Nutraj Fard Premium Dates,349,348,304.11,306,01-03-2025,07-03-2025
Apis Royal Zahidi Premium Dates,125,353,118.42,294,01-03-2025,07-03-2025
Apis Classic Dates,199,282,191.62,214,01-03-2025,07-03-2025
Emperor Dates - Deseeded Dates,170,313,154.68,277,01-03-2025,07-03-2025
Gulf Finest Classic Dates,162,153,146.47,146,01-03-2025,07-03-2025
Al Najub Kimia Dates,310,108,268.31,87,01-03-2025,07-03-2025
Emperor Dates - Dates with Seed,110,385,100.25,367,01-03-2025,07-03-2025
Falcon Aqaba Dates,150,284,136.18,245,01-03-2025,07-03-2025
King Solomon Oriental Dates,249,341,226.54,298,01-03-2025,07-03-2025
Falcon UAE Dates Seeded,165,295,170.35,255,01-03-2025,07-03-2025
Wonderland Zahidi Dates,399,197,372.6,146,01-03-2025,07-03-2025
Royal Crown Hand Picked Mazafati Dates,261,338,223.49,318,01-03-2025,07-03-2025
Dates Crown Deseeded Black Dates (Khajur),180,298,170.26,224,01-03-2025,07-03-2025
Gulf Zahidi Dates,162,117,163.43,92,01-03-2025,07-03-2025
Farmley Omani Dates Fard Pouch,349,134,355.15,106,01-03-2025,07-03-2025
Royal Delight Finest Ajwa Dates,549,277,549.95,258,01-03-2025,07-03-2025
Emperor Premium Dates Zahidi,150,208,146.59,177,01-03-2025,07-03-2025
Azmah Dates,625,348,624.63,252,01-03-2025,07-03-2025
DMart Premia Black Dried Dates (Kharik),159,269,155.64,244,01-03-2025,07-03-2025
Al Barakah Khalas Dates,250,105,233.89,78,01-03-2025,07-03-2025
Apis Select Dates,299,332,312.61,304,01-03-2025,07-03-2025
Royal Delight Finest Oman Dates,249,177,247.09,130,01-03-2025,07-03-2025
Falcon Zahdi Dates,155,297,136.43,272,01-03-2025,07-03-2025
Al Barakah Safawi Dates,799,108,741.06,93,01-03-2025,07-03-2025
Al Barakah Fard Dates,495,294,459.28,292,01-03-2025,07-03-2025
DMart Premia Kismis Indian (Raisins),281,395,260.67,377,01-03-2025,07-03-2025
Nutraj Raisins - Kishmish,299,253,303.97,225,01-03-2025,07-03-2025
DMart Premia Kismis Black,68,220,71.3,163,01-03-2025,07-03-2025
Wonderland Raisins,300,258,298.74,181,01-03-2025,07-03-2025
KMK Black Raisins Seedless (Kismis),199,143,207.84,118,01-03-2025,07-03-2025
DMart Swaad Kismis,208,249,200.11,190,01-03-2025,07-03-2025
Prov Select Indian Raisin,599,283,586.43,259,01-03-2025,07-03-2025
Mahafruit Long Seedless Kishmish,199,165,187.33,159,01-03-2025,07-03-2025
DMart Premia Kismis Selected (Raisins),229,379,205.78,277,01-03-2025,07-03-2025
DMart Premia Kismis Black Seedless,74,330,69.06,316,01-03-2025,07-03-2025
Mahafruit Premium Quality Kishmish (Raisins),215,148,205.72,109,01-03-2025,07-03-2025
KMK Green Raisins Afghan (Kismis),215,325,196.48,262,01-03-2025,07-03-2025
Mahafruit Black Seeded Kishmish,139,198,145.32,192,01-03-2025,07-03-2025
Tata Sampann Premium Raisins Seedless,116,284,106.96,258,01-03-2025,07-03-2025
Mahaa Rajaa Ayush Black Raisins,199,363,185.14,325,01-03-2025,07-03-2025
Nutraj Daily Walnut Kernels,899,136,799.23,100,01-03-2025,07-03-2025
Nutraj California Walnut Kernels (Akrod Magaj),499,218,482.58,200,01-03-2025,07-03-2025
DMart Premia Akrod Magaj (Walnut Kernels),300,220,297.56,161,01-03-2025,07-03-2025
Nutraj California Whole Walnut (Akrod),999,177,940.66,166,01-03-2025,07-03-2025
Wonderland Walnuts,950,399,881.52,308,01-03-2025,07-03-2025
DMart Premia Akrod (Walnut) Whole,1030,306,1064.34,276,01-03-2025,07-03-2025
Nutraj Kashmir Walnut Kernels,499,351,483.98,273,01-03-2025,07-03-2025
Prov Premium Whole Walnut,649,106,639.92,89,01-03-2025,07-03-2025
Prov Premium Walnut Extra Light Halves,549,248,491.72,208,01-03-2025,07-03-2025
DMart Swaad Akrod Whole,649,175,624.6,143,01-03-2025,07-03-2025
KMK Walnut Kernel (Akrod),325,138,339.61,106,01-03-2025,07-03-2025
KMK Walnut Shell (Whole),540,251,535.34,185,01-03-2025,07-03-2025
Carnival Premium Walnut,665,280,578.95,232,01-03-2025,07-03-2025
DMart Premia Jardalu,100,347,92.62,327,01-03-2025,07-03-2025
Nutraj Premium Dryfruit Mix,699,331,665.75,257,01-03-2025,07-03-2025
DMart Premia Dryfruit Mix,529,159,553.1,132,01-03-2025,07-03-2025
Farmley Panchmeva Mix Dryfruit,599,207,515.14,178,01-03-2025,07-03-2025
DMart Premia Mixed Dry Fruits,396,388,367.5,376,01-03-2025,07-03-2025
Farmley Seed Mix,229,387,198.52,312,01-03-2025,07-03-2025
Farmley Berry Mix,349,209,346.04,192,01-03-2025,07-03-2025
Farmley Snack Mix Mexican Peri-Peri,499,108,484.65,95,01-03-2025,07-03-2025
DMart Premia Cranberry Chatpata,180,183,175.18,129,01-03-2025,07-03-2025
DMart Premia Nuts & Seeds Mix,135,267,141.51,223,01-03-2025,07-03-2025
Prov Select Dry Fruits Mix,599,144,538.42,138,01-03-2025,07-03-2025
Farmley Trail Mix,349,277,346.91,230,01-03-2025,07-03-2025
KMK Mix Mewa Cut Dry Fruits,250,285,222.23,216,01-03-2025,07-03-2025
Dried Blueberry,375,245,351.17,218,01-03-2025,07-03-2025
KMK Cranberry Whole,199,227,193.07,187,01-03-2025,07-03-2025
Dried Cranberry,160,219,165.22,170,01-03-2025,07-03-2025
DMart Premia Trail Mix,160,326,142.6,273,01-03-2025,07-03-2025
